ApplicantID,EducationInstituteName,Score,EducationLevelID,MajorID,Degree,YearsOfEducation
21014,itats,3.09,2,4,True,6
21017,universitas katolik widya mandala surabaya,0.92,2,3,True,4
21021,politeknik negeri bali,0.945,4,4,True,3
21022,smk puruhita,1.6163999999999998,6,1,True,2
21025,institut teknologi sepuluh nopember,3.54,2,7,False,4
21026,akademi bina sarana informatika,3.01,4,17,True,3
21027,universitas al azhar indonesia,3.7,2,2,True,3
21037,politeknik negeri jakarta,3.3,4,7,False,3
21044,universitas gunadarma,3.38,2,2,False,4
21048,universitas persada indonesia yai,2.77,2,3,True,4
21059,mercu buana jakarta,3.5,2,3,True,9
21068,politeknik mandiri bina prestasi medan,3.01,4,2,True,3
21072,"universitas pembangunan nasional (upn) ""veteran"" jawa timur",3.36,2,2,True,4
21073,universitas islam indonesia,3.8,2,10,True,4
21074,universitas diponegoro,3.15,2,3,False,5
21075,wearnes education center,2.86,4,5,False,4
21077,smk yuppentek 7,3.2,6,14,False,3
21082,trisakti,3.35,2,2,True,5
21088,universitas nasional,3.01,2,9,True,5
21089,ma daarul falah ,3.2,5,0,False,3
21102,politeknik elektronika negeri surabaya,3.54,3,4,True,7
21110,shipbuilding institute of polytechnic surabaya,0.8275,3,9,True,4
21113,univ. islam sumatera utara,3.31,2,10,True,4
21116,universitas persada indonesia y.a.i,3.54,2,3,True,4
21117,universitas airlangga,3.76,2,2,True,3
21118,universitas jambi,0.87,1,6,True,2
21121,university of sebelas maret surakarta,3.72,4,5,True,2
21128,universitas sriwijaya,3.57,2,6,True,4
21133,universitas darul ulum,0.88,2,4,True,4
21135,insitut transportasi dan logistik trisakti,3.2,2,17,True,6
21149,gunadarma university,3.18,2,17,True,0
21156,gunadarma university,3.56,2,2,True,4
21162,stie jayakarta,0.7925,2,17,True,4
21167,universitas methodist indonesia,0.78,2,2,True,4
21168,politeknik negeri malang,0.875,4,17,False,2
21177,politeknik negeri jakarta,3.43,4,8,True,3
21181,universitas langlangbuana,3.1,2,4,True,4
21184,stmik jayakarta,3.12,4,4,True,4
21185,universitas muhammadiyah surakarta,3.36,2,7,True,4
21187,smk islam 1 blitar,3.176,6,9,True,12
21189,institut bisnis nusantara,3.18,2,10,True,5
21190,stikom surabaya,3.16,2,4,True,4
21191,smk pgri 1 surabaya,3.5200000000000005,6,9,True,2
21193,tarumanagara,2.92,2,2,True,5
21197,institut teknologi sepuluh nopember surabaya,2.98,4,9,False,5
21200,smkn 3 buduran ,3.16,6,11,True,3
21202,stmik muhammadiyah jakarta,0.83,2,4,True,4
21205,stmik amikom yogyakarta,3.47,2,16,True,4
21213,universitas sriwijaya,3.86,2,6,True,3
21218,universitas islam riau,3.09,2,6,True,4
21221,universitas riau,0.805,2,2,True,4
21222,universitas muhammadiyah prof. dr. hamka,2.71,2,3,True,6
21223,sekolah tinggi ilmu komputer poltek cirebon ,0.7075,2,4,True,17
21227,politeknik negeri padang,3.17,4,9,True,3
21231,universitas muhammadiyah yogyakarta,0.7675,2,6,True,4
21236,universitas diponegoro ,3.06,2,7,True,17
21249,universitas singaperbangsa karawang,0.94,2,7,True,4
21250,universitas dr. soetomo,0.995,1,6,True,5
21251,bina nusantara ,2.5,2,16,True,4
21253,universitas mercu buana,3.0,2,8,True,2
21254,bina nusantara university,2.17,2,4,True,5
21258,university of muhammadiyah malang,0.875,2,15,True,3
21262,smkn 1 kab.tangerang,2.45,6,16,False,2
21266,pelita bangsa,3.0,2,4,True,4
21268,17 agustus 1945,3.56,2,10,True,7
21269,universitas gunadarma,3.58,2,3,True,4
21273,politeknik negeri jakarta,0.78,4,7,True,3
21275,tritunggal university ,0.7875,2,17,True,4
21276,airlangga,0.7425,2,7,True,7
21281,sman 3 subang,0.59875,5,0,False,12
21284,universitas persada indonesia yai,0.8025,2,3,True,4
21285,universitas negeri surabaya,3.43,2,17,True,4
21289,universitas airlangga,3.67,2,7,True,4
21291,"universitas negri pembangunan nasional, jatim",0.735,2,10,True,5
21295,universitas trisakti,0.705,2,6,True,4
21297,stik st. carolus,0.895,4,15,True,3
21304,universitas budi luhur,2.88,2,4,True,4
21305,unesa (universitas negeri surabaya),3.06,2,7,True,4
21306,universitas  islam attahiriyah jakarta,0.805,2,4,True,4
21309,universiti utara malaysia,0.75,2,17,True,3
21310,universitas atma jaya yogyakarta,0.94,2,6,True,3
21311,stiesia surabaya,3.43,2,2,False,4
21314,lp3i depok ,0.75,4,4,True,3
21315,universitas gunadarma,3.26,2,2,True,4
21316,sma tamansiswa mojokerto,3.4,5,15,True,9
21319,universitas brawijaya,3.91,2,6,True,4
21321,smk negeri 1 surabaya,3.5,6,16,True,12
21322,stie asia malang,3.74,2,2,False,15
21324,universitas islam indonesia,3.36,2,17,True,4
21328,stmik pranata indonesia,0.795,4,2,True,3
21329,universitas nasional,3.79,2,4,True,3
21330,universitas diponegoro,0.785,2,6,True,3
21334,upn veteran jawa timur,3.55,2,17,True,12
21344,universitas negeri surabaya ,0.845,2,3,True,5
21355,universitas brawiyaya,3.64,2,7,True,3
21381,universitas muhammadiyah surabaya,3.21,2,9,True,14
21399,smk negeri 1 surabaya,0.60125,6,7,True,2
21411,universitas brawijaya,3.01,2,4,True,5
21427,universitas 17 agustus 1945 surabaya,2.83,2,4,True,5
21432,universitas gunadarma,3.8,1,3,False,6
21453,stikom surabaya,2.9,2,4,False,0
21458,universitas muhammadiyah yogyakarta ,0.9525,2,7,False,3
21499,smk bakti nusantara,0.5375,6,11,True,3
21502,universitas muhammadiyah jakarta,3.5,2,6,True,3
21503,universitas katolik widya mandala surabaya,3.0,2,0,True,4
21505,universitas 17 agustus 1945 surabaya,3.57,2,0,True,4
21514,upt blk surabaya,3.6,9,14,True,3
21518,universitas darma persada,0.79,2,15,True,4
21526,sekolah tinggi kesejahteraan sosial bandung,0.97,3,15,True,3
21539,stie stan-im,3.69,2,2,False,3
21549,sman 43 jakarta selatan,2.8,5,13,True,2
21551,smk katolik mater amabilis surabaya,3.16,6,15,False,2
21552,university of 17 agustus 1945,3.78,2,0,True,4
21553,universitas advent indonesia,0.86,2,4,False,2
21555,universitas kristen indonesia ,3.4,2,6,True,4
21556,politeknik elektronika negeri surabaya,3.37,3,16,True,4
21557,dhyana pura university,3.505,2,1,True,4
21563,universitas surabaya,3.324,2,6,True,14
21566,andalas university,0.7025,2,7,True,5
21571,stp sahid jakarta,0.8975,3,1,True,3
21572,"universitas pembangunan nasional ""veteran "" jawa timur ",3.29,2,18,True,5
21575,don bosco pondok indah jakarta selatan,1.696,5,15,True,3
21576,universitas pgri adi buana surabaya,3.54,2,17,True,5
21577,universitas pendidikan indonesia,0.865,2,0,True,4
21586,universitas gresik,3.25,2,4,False,5
21588,telkom university,3.31,2,9,True,4
21590,universitas islam indonesia,3.38,2,7,False,4
21594,institut kesenian jakarta,0.7925,2,7,True,4
21597,mh thamrin,3.2,2,4,True,2
21598,universitas jenderal soedirman,3.55,2,2,True,3
21605,narotama,3.46,1,6,False,3
21607,politeknik negeri jakarta,2.82,4,8,True,2
21613,universitas negeri surabaya,3.5,2,10,True,4
21614,politeknik negeri jakarta,3.37,4,7,True,3
21616,universitas diponegoro,3.71,1,6,True,4
21624,universitas katolik widya karya malang,0.9175,2,6,True,3
21632,universitas islam attahiriyah jakarta,0.7525,2,17,True,4
21644,muhammadiyah jakarta,3.25,2,6,True,4
21645,universitas airlangga,3.29,2,6,True,4
21647,institut teknologi adhi tama surabaya,0.965,2,16,True,12
21649,universitas islam bandung,3.51,2,6,True,0
21651,universitas brawijaya,0.9075,1,2,True,5
21652,universitas mercu buana ,3.63,2,16,True,5
21654,universitas surabaya,3.044,2,4,False,4
21655,universitas negeri surabaya,0.7575,4,9,True,4
21659,smk islam annur losari,3.16,6,14,False,3
21667,universitas sultan ageng tirtayasa,0.9625,2,6,True,3
21668,universitas pembangunan nasional jawa timur,0.855,2,10,True,3
21670,stmik bina sarana gobal,3.0,2,4,False,4
21671,stmik nusa mandiri,0.7575,2,4,True,4
21674,methodist indonesia university,2.92,2,4,True,7
21675,stie surya nusantara pematang siantar,3.07,2,2,True,0
21679,universitas islam indonesia,3.26,2,2,False,3
21696,ciputra university,0.77,2,3,True,6
21697,stie perbanas surabaya,3.41,2,17,True,3
21702,diponegoro university,3.87,2,7,True,4
21707,politeknik stmi kementerian perindustrian ri jakarta,0.81,3,17,True,4
21709,university of trisakti,2.68,2,6,True,7
21710,petra  christian university,3.06,2,17,True,3
21719,universitas advent indonesia bandung,3.63,2,2,True,3
21729,universitas pelita harapan surabaya,0.7625,1,17,True,1
21731,universitas padjadjaran,3.8,2,17,True,3
21733,universitas atma jaya yogyakarta,2.84,2,10,True,5
21734,sekolah tinggi ilmu ekonomi indonesia surabaya (stiesia),3.51,2,17,True,3
21736,smk negeri 1 cerme,3.12,6,16,False,2
21737,smuk thomas aquino,2.6639999999999997,5,0,False,3
21738,smk sultanagung 1 tebuireng,2.92,6,11,True,1
21739,institut bisnis dan informatika stikom surabaya,3.65,2,14,True,4
21740,universitas brawijaya,3.37,1,10,True,5
21741,smk sasmita jaya 2,2.93,6,9,True,3
21743,wijaya kusuma surabaya,3.14,2,2,False,4
21745,universitas surabaya (ubaya),3.766,2,2,False,3
21747,universitas advent indonesia,3.94,2,2,True,3
21757,universitas muhammadiyah metro lampung,3.37,2,6,True,0
21762,universitas islam indonesia,3.41,2,2,True,3
21763,smkn 5surabaya,3.2960000000000003,6,18,False,4
21768,politeknik app jakarta,3.44,4,17,False,3
21770,bina sarana informatika,2.24,4,16,True,3
21771,universitas airlangga,3.32,2,0,True,4
21773,ikip widya darma,0.9125,2,7,True,16
21783,universitas islam indonesia,3.5,2,7,True,4
21785,smk bhakti praja dukuhwaru,3.3920000000000003,6,0,False,12
21786,universitas gadjah mada,3.61,4,7,True,2
21789,universitas negeri malang,0.88,2,8,True,4
21791,universitas islam negeri syarif hidayatullah jakarta,3.59,2,6,True,4
21795,universitas andalas,0.7625,2,7,True,5
21802,sekolah tinggi ilmu ekonomi perbanas surabaya,3.69,2,2,True,3
21809,bhayangkara jakarta university,0.795,2,10,True,4
21810,universitas 17 agustus,0.6525,2,7,True,7
21814,universitas advent indonesia,3.59,2,2,True,3
21815,sekolah tinggi ilmu ekonomi perbanas surabaya,3.53,2,17,True,3
21817,universitas negeri surabaya,3.14,2,17,True,6
21818,universitas jenderal soedirman,3.69,2,7,True,4
21828,stie mahardhika,3.45,2,7,False,4
21831,smu n  96 jakarta,1.904,5,13,False,2
21832,universitas andalas,3.46,2,6,False,4
21834,stba jia bekasi,3.2,4,10,True,3
21835,universitas telkom,3.07,2,16,True,5
21836,univeristas telkom,3.42,2,17,True,3
21838,bina sarana informatika,3.32,4,10,False,3
21844,"widya mandala surabaya, teknologi pangan",0.6425,2,7,True,4
21848,universitas brawijaya,3.42,2,10,True,5
21854,universitas islam indonesia,3.85,2,6,True,3
21864,smk pgri 1 nganjuk,3.28,6,8,True,3
21872,pancasila,3.11,2,6,True,4
21873,smk taruna terpadu 1,3.3600000000000003,6,10,True,3
21874,institut  teknologi  sepuluh  nopember,3.19,4,15,True,3
21888,mercu buana,3.29,2,10,True,4
21893,universitas gunadarma,2.99,2,16,True,4
21894,universitas gunadarma,3.32,2,16,True,4
21903,universitas negeri surabaya,3.32,2,15,True,3
21906,universitas islam as-syafi'iyah,0.875,2,17,True,4
21908,universitas brawijaya,2.74,2,7,True,0
21909,binus university,2.85,2,17,True,4
21910,pancasila university,3.81,2,2,True,3
21912,universitas hkbp nommensen,3.85,2,6,True,4
21914,universitas persada indonesia y.a.i,3.18,2,3,False,4
21917,universitas trisakti,3.52,2,6,True,3
21928,universitas airlangga,0.765,2,17,True,7
21929,universitas pgri adi buana surabaya,3.35,2,2,True,14
21931,stts,2.0,2,9,True,19
21932,university of bangka belitung,0.7775,2,7,True,5
21934,wijaya kusuma,3.13,2,7,True,4
21935,universitas 17 agustus 1945 surabaya,3.2,2,2,False,4
21939,sekolah tinggi ilmu ekonomi indonesia (stiesia) surabaya,3.53,2,2,True,3
21940,universitas pancasila,0.8925,2,2,True,3
21941,institut teknologi nasional malang,3.35,2,4,True,3
21944,padjajaran,0.685,4,10,True,4
21946,politeknik negeri jakarta,3.56,3,2,True,4
21948,uin sunan ampel surabaya,3.45,2,3,True,3
21950,universitas bhayangkara jakarta raya,0.7775,2,4,True,4
21955,universitas negeri surabaya,3.13,2,10,True,4
21956,pens-its,3.02,4,9,True,3
21962,universitas andalas,0.915,1,17,True,2
21964,smk kusuma negara,3.02,6,11,True,2
21966,universitas surabaya,3.438,2,6,True,3
21967,universitas islam bandung,3.34,2,17,True,3
21969,universitas methodist indonesia,3.0,2,4,True,4
21974,institut teknologi sepuluh nopember,0.87,2,19,True,8
21975,institut teknologi padang,3.43,2,9,True,6
21977,universitas yapan surabaya,3.0,2,17,True,4
21981,universitas krisnadwipayana,3.43,2,4,True,3
21985,universitas persada indonesia y.a.i,2.5,2,3,True,5
21991,stie adhy niaga,0.825,2,17,True,5
21998,"st. thomas (unika) medan, north sumatera",2.81,2,2,True,5
22003,sman 1 cigugur ,2.8,5,0,False,3
22004,its surabaya,0.7475,2,8,True,16
22005,universitas negeri jakarta,3.21,2,17,True,7
22011,universitas kristen indonesia ,3.4,2,6,True,4
22014,universitas ciputra,3.75,2,21,True,3
22016,universitas advent indonesiq,0.87,2,2,True,3
22021,smkn 4 malang,3.572,6,14,True,2
22023,universitas trunojoyo madura,3.49,2,4,True,16
22024,universitas trunojoyo madura,3.76,2,0,False,16
22026,perbanas institute,3.36,2,2,True,3
22027,universitas ciputra surabaya,3.48,2,14,True,3
22028,stmik nusa mandiri,3.78,2,4,True,4
22030,institut bisnis & multimedia asmi,3.55,2,17,True,4
22031,universitas jember,3.18,2,7,True,4
22032,universitas trunojoyo madura,3.34,2,4,True,4
22033,universitas airlangga surabaya,3.07,4,1,True,3
22034,stie perbanas surabaya,0.7725,2,2,True,4
22035,brawijaya university,0.865,2,6,True,3
22036,universitas widya kartika,3.29,2,18,False,11
22037,universitas 17 agustus 1945 surabaya,3.65,1,3,False,6
22038,universitas muhammadiyah sidoarjo,3.3,2,2,True,6
22039,universitas kristen petra,2.95,2,16,True,4
22041,pkmb 06 meruya selatan,3.0,5,0,False,3
22044,smu budi mulia ciledug,2.5128,5,13,True,3
22046,universitas andalas,0.7575,2,9,True,6
22052,institut teknologi sepuluh nopember,2.99,2,7,True,6
22053,universitas brawijaya,3.37,2,15,True,3
22054,universitas pembangunan nasional veteran jawa timur,3.77,2,6,True,3
22055,universitas trisakti,3.25,2,6,True,3
22058,upn veteran jawatimur,3.51,2,4,True,4
22060,state polytechnic of jakarta,3.55,4,17,True,3
22061,universitas trunojoyo madura,3.76,2,7,True,4
22065,bina pangudi luhur,3.0,5,13,False,3
22070,ma raden fatah,3.2,5,13,True,3
22071,universitas airlangga,3.12,2,10,True,3
22073,universitas negeri jakarta,3.33,2,15,True,3
22078,uin sunan gunung djati bandung,3.53,2,10,True,3
22083,universitas mercu buana yogyakarta,0.835,2,7,True,3
22094,universitas siliwangi ,3.8,2,17,True,3
22095,universitas negeri jakarta,3.6,2,15,True,4
22099,universitas padjadjaran ,2.54,2,7,True,7
22104,universitas bung karno,3.11,2,6,False,4
22107,universitas pamulang,0.9275,2,6,True,4
22110,universitas pembangunan nasional veteran jakarta,3.23,2,17,True,4
22112,"upn ""veteran"" jakarta",3.69,2,10,True,3
22113,universitas negeri jakarta,3.23,2,15,True,4
22121,gunadarma,2.8,2,16,True,6
22125,smk kartika 1 surabaya,2.15,6,16,False,6
22126,universitas gunadarma,2.96,4,4,True,4
22128,smk negeri 55 jakarta,3.2,6,9,False,11
22130,st ppm manajemen,3.1,2,17,True,1
22134,universitas muhammadiyah surakarta,2.7,2,2,True,5
22141,stie perbanas jakarta,2.76,2,2,True,5
22146,ppm school of management,3.47,1,17,True,6
22153,sistem informasi,3.28,2,16,True,3
22160,smk bonavita,2.92,6,16,False,3
22162,universitas islam negeri sunan gunung djati bandung,3.49,2,7,True,4
22164,universitas pembangunan nasional jatim,3.01,2,4,True,6
22165,universitas pancasila ,3.28,2,3,True,3
22166,sma negeri 12 bekasi,2.2248,5,13,False,3
22171,program pelatihan kerja magistra utama,3.31,4,16,True,1
22172,nhi bandung,3.0,4,1,False,4
22174,smk pgri 3 malang,3.073,6,11,True,3
22178,universitas katolik santo thomas sumatera utara,3.6,2,16,True,3
22182,universitas diponegoro,3.14,4,9,True,5
22183,university state of malang,3.54,2,8,True,3
22184,trisakti,0.72,2,18,True,5
22192,puspita bangsa,3.076,6,1,True,3
22198,sma shafta,3.446,5,0,True,3
22203,universitas telkom,0.8275,4,16,False,2
22208,universitas padjadjaran,3.43,2,15,False,4
22209,stmik surya intan,3.54,4,17,True,3
22210,university of indonesia ,3.5,1,6,False,4
22216,universitas pembangunan nasional veteran jawa timur,0.8825,2,10,True,3
22220,universitas muhammadiyah malang,3.65,2,4,True,4
22221,universitas negeri surabaya,3.42,2,8,True,4
22222,muhammadiyah 1 taman,3.2,6,17,False,3
22229,universitas negeri jakarta,0.8575,2,10,True,8
22231,smk tri dharma 4 bogor,3.16,6,17,False,3
22236,politeknik piksi ganesha bandung,2.75,3,17,False,5
22237,universitas pancasila,3.65,2,6,True,3
22239,sekolah tinggi informatika dan komputer indonesia malang,0.8075,2,4,True,4
22243,hasanuddin university,3.66,2,6,True,4
22244,smkn 12 surabaya,3.108,6,15,False,2
22253,respati 1,3.12,6,16,True,3
22260,stmik pranata indonesia,0.825,4,4,True,3
22261,bina sarana informatika,2.72,4,10,True,3
22263,universitas wijaya kusuma,3.57,2,0,True,4
22268,universitas 17 agustus 1945 surabaya,3.16,2,2,False,0
22274,smkn 1 tunjung trja,1.8,6,13,False,3
22278,institut teknologi sepuluh nopember,3.5,2,18,True,4
22281,universitas bung karnk,2.89,2,16,True,5
22282,sma 1 barunawati,1.766,5,13,True,3
22283,universitas assafi'iyah,3.48,2,17,True,4
22286,telkom university,3.31,2,0,True,4
22289,universitas andalas,3.42,2,17,True,2
22291,smk negeri 1 bulukerto,2.3,6,4,True,0
22296,stie perbanas surabaya,0.935,2,17,True,3
22304,bina sarana informatika,3.56,4,17,True,3
22309,upn veteran jawa timur,2.98,2,8,True,5
22313,smk negeri 5 surabaya,0.52,6,11,False,4
22316,universitas sumatera utara,0.92,2,10,True,3
22318,universitas darul ulum,0.8375,2,4,True,4
22320,universitas negeri surabaya,3.53,2,6,True,3
22322,smk pgri 1 surabaya,0.7070000000000001,6,11,False,3
22326,universitas pancasila,3.26,2,10,True,4
22327,universitas muhammadiyah yogyakarta,3.42,2,11,True,3
22328,institut teknologi adhi tama surabaya,3.86,2,16,True,15
22329,universitas pendidikan indonesia,3.48,2,3,True,4
22330,universitas putra indonesia,3.78,2,15,True,15
22332,universitas surabaya,3.72,4,7,True,3
22333,universitas airlangga,3.3,2,6,True,3
22340,universitas dr. soetomo surabaya,3.1,2,7,True,6
22342,stei indonesia,0.75,2,2,True,3
22343,sma 15 muhammadiyah,2.72,5,13,False,3
22346,unkris,0.6875,2,15,True,6
22352,universitas muhammadiyah malang,3.28,2,10,True,4
22353,sam ratulangi,3.73,2,17,True,4
22358,smk dharma wirawan juanda surabaya,3.428,5,9,False,3
22360,amik bsi,2.62,4,17,True,3
22365,universitas yos sudarso surabaya,3.33,2,17,True,4
22366,akademik bina sarana informatika,0.8475,4,17,True,3
22368,universitas 17 agustus 1945 surabaya,3.42,2,4,True,4
22370,universitas pekalongan,0.9275,2,6,True,3
22371,universitas wijaya putra,3.4,2,17,True,4
22377,stmik asia malang,3.36,2,4,True,4
22379,unpad,3.24,4,15,True,2
22384,universitas airlangga,0.9675,2,17,True,9
22388,universitas nasional,0.9025,2,6,True,0
22390,universitas muhammadiyah sumatera utara,3.42,2,17,True,4
22393,brawijaya ,2.1,2,4,False,6
22394,politeknik negeri jakarta,3.6,2,17,False,4
22397,politeknik perkapalan negeri surabaya,3.29,4,7,True,3
22398,politeknik stmi jakarta,3.21,2,7,True,7
22400,petra christian university,3.16,2,17,True,3
22406,universitas islam negeri jakarta,3.11,2,7,True,5
22407,universitas mpu tantular,2.77,2,0,True,4
22416,"perguruan tinggi lepisi, tangerang",3.28,4,5,True,2
22417,santa agnes,2.016,5,13,False,3
22419,lp3i businnes malang,3.33,4,4,True,2
22420,universitas airlangga,3.41,2,10,True,3
22424,sma negeri 2 jombang,3.85,5,13,True,3
22426,universitas negeri jakarta,3.34,2,15,True,6
22428,merdeka malang university,3.25,4,0,True,2
22430,universitas gunadarma,3.05,4,7,False,3
22433,university of muhammadiyah malang,3.38,2,7,True,4
22436,universitas pasundan,3.42,2,10,True,4
22439,stie mulia pratama,3.35,2,2,True,4
22446,gunadarma,0.9775,4,17,True,2
22452,gadjah mada unviversity,3.53,1,10,True,5
22453,universitas padjadjaran,0.85,4,7,True,3
22460,upn veteran jawa timur,0.795,2,14,True,4
22473,smkn 3 bondowoso,3.2,6,9,True,2
22476,gunadarma university,3.61,2,17,True,4
22479,muria kudus university,0.815,2,7,True,3
22480,smk yktb 1 bogor (stm pemesinan),3.28,6,0,False,2
22481,universitas airlangga surabaya,3.75,1,9,False,4
22483,university muhammadiyah of jakarta,3.34,2,6,True,4
22484,universitas trunojoyo madura,3.86,2,4,True,4
22485,universitas islam negeri syarif hidayatullah jakarta,0.7575,2,6,True,4
22486,stkip muhammadiyah bogor ,3.53,2,15,False,3
22489,universitas padjadjaran ,0.7975,2,6,True,4
22492,universitas 17 agustus 1945 surabaya,3.42,2,6,True,3
22499,universitas bina sarana informatika,3.17,2,2,True,4
22503,ipb,3.26,4,2,True,2
22505,universitas islam bandung,0.7625,2,6,True,3
22508,gunadarma university,3.01,2,4,True,5
22512,tanjungpura university,3.84,2,2,True,3
22515,"universitas islam negeri (uin) sultan syarif kasim riau , pekanbaru",3.33,2,17,True,4
22517,universitas islam sumatera utara,0.845,2,6,True,4
22518,indonesia computer university ,2.65,2,4,False,6
22520,universitas buddhi dharma,3.24,2,16,True,4
22523,universitas islam syekh yusuf,3.29,2,6,True,6
22524,pancasila,0.7275,2,6,True,6
22526,universitas negeri medan,3.18,2,15,False,4
22529,bina sarana informatika,3.17,4,4,True,3
22532,criminology - universitas indonesia,3.3,2,0,True,5
22538,universitas trilogi d/h stekpi,3.22,2,17,True,3
22542,sekolah tinggi hukum indonesia (sthi) jakarta,3.01,2,6,True,4
22543,sttp medan,3.12,2,4,False,4
22548,sma negri 9 tangsel,3.2359999999999998,5,17,True,3
22550,politeknik negeri jakarta,3.59,4,8,True,2
22571,stie perbanas jajarta,2.72,2,2,True,4
22581,universitas sultan ageng tirtayasa,3.61,2,8,True,3
22582,universitas muhammadiyah sidoarjo,3.45,2,6,True,3
22584,universitas trunojoyo madura,3.72,2,6,False,3
22586,universitas pakuan bogor,3.06,2,6,True,1
22587,universitas kristen indonesia,3.5,2,6,True,3
22589,tarumanagara university,2.7,2,2,True,4
22594,universitas gunadarma,2.89,2,4,True,4
22598,stie musi palembang,2.76,2,2,True,4
22599,universitas pembangunan nasional,3.01,2,14,True,5
22600,institut pertanian bogor,2.65,4,16,True,3
22601,stikom,3.31,2,4,False,11
22603,universitas kristen maranatha bandung,3.5,2,6,True,3
22604,universitas trunojoyo madura,3.37,2,17,True,3
22614,stimik widuri,2.86,2,4,True,4
22631,universitas trisakti,3.02,4,7,True,2
22636,universitas pamulang,3.23,2,4,True,4
22638,universitas prof. dr. moestopo (beragama),3.09,2,10,True,7
22651,perbanas institus,0.83,4,17,True,6
22669,unjani bandung,0.7475,2,3,True,3
22694,stmik indonesia padang,3.74,2,4,True,4
22700,stmik nusa mandiri jakarta,3.34,2,17,True,4
22719,politeknik negeri manado,3.8,3,17,True,4
22731,politeknik lp3i jakarta,0.7475,4,7,True,3
22735,universitas esa unggul,0.8325,2,17,True,4
22743,universitas islam negeri sunan kalijaga ,3.39,2,15,True,4
22763,tadulako,3.1,2,15,True,6
22770,universitas galuh,3.38,2,7,True,3
22771,sekolah tinggi teknik malang,3.59,2,9,True,4
22772,universitas andalas,0.775,2,7,True,4
22775,mercu bua university ,3.94,2,17,False,3
22776,gunadarma university,3.3,2,2,True,4
22783,universitas trisakti,3.61,2,2,True,3
22794,smkn 3 jakarta,3.383,5,5,False,2
22800,universitas negeri jakarta,0.96,2,0,True,4
22801,universitas islam negeri jakarta,3.5,2,7,True,5
22804,institut bisnis & informatika kosgoro 1957,3.52,2,17,True,4
22806,sekolah tinggi ilmu ekonomi muhammadiyah jakarta,3.43,2,2,False,4
22813,institut manajemen koperasi indonesia,3.2,2,17,True,3
22817,universitas gunadarma,3.08,2,2,True,5
22820,universitas gunadarqma,0.8325,2,15,True,4
22821,institut teknologi adhi tama surabaya,3.28,2,4,True,5
22825,universitas indraprasta pgri,3.25,2,7,True,4
22826,unika atmajaya jakarta,2.5,2,17,True,5
22828,gunadarma university,3.29,4,17,True,3
22838,universitas indraprasta pgri,3.06,2,4,True,7
22847,universitas siliwangi,3.42,2,17,True,4
22849,universitas brawijaya,3.7,2,15,True,3
22850,universitas mercubuana ,3.3,2,9,False,4
22852,universitas mercu buana,0.8175,2,17,True,5
22855,uin syarif hidayatullah jakarta,3.21,2,6,True,4
22861,universitas muhammadiyah tangerang,0.785,2,2,True,3
22864,universitas indraprasta pgri,3.38,2,15,False,4
22868,sman 4 tambun selatan,2.8,5,0,True,2
22877,bina sarana infomatika,3.68,4,2,False,2
22881,universitas bung karno,2.95,2,16,True,4
22883,universitas serang raya,3.21,2,2,True,4
22886,universitas andalas,3.18,2,7,True,5
22889,stie pioneer,3.13,2,17,False,4
22898,bina sarana informatika (bsi),2.77,4,10,True,3
22902,universitas methodist indonesia,0.7875,2,4,True,4
22903,universitas tama jagakarsa,3.53,1,6,False,3
22906,universitas krisnadwipayana,0.75,2,17,False,4
22909,"universitas azzahra, jakarta",3.06,2,17,False,3
22915,uin syarif hidayatullah jakarta,2.83,2,7,True,7
22916,universitas pancasila,0.8025,2,17,True,3
22927,universitas sumatera utara,3.34,1,6,True,6
22929,stie ypup makassar,3.24,2,2,True,5
22936,universitas mercubuana,0.8775,2,17,True,5
22946,smk 2 jakarta,2.88,6,9,True,2
22951,politeknik negeri jakarta,2.8,3,2,True,4
22955,universitas syiah kuala,3.78,2,7,True,3
22965,universitas budi luhur,2.94,2,16,False,5
22966,institut stiami,3.24,2,0,True,2
22968,universitas muhammadiyah bengkulu,3.35,2,2,True,5
22973,universitas swadaya gunung jati,3.4,2,2,True,4
22974,institut ilmu sosial dan ilmu politik jakarta (iisip jakarta),0.7025,2,10,True,4
22982,universitas pembangunan veteran jakarta,2.79,2,17,True,5
23000,universitas gunadarma,0.7675,2,2,True,4
23004,amikom yogya,3.32,2,4,True,4
23011,universitas gunadarma,0.8275,2,16,True,5
23016,smk islam perti jakarta,3.4,6,2,True,0
23026,universitas jenderal achmad yani (unjani),3.25,2,9,True,16
23028,binus university,2.27,2,16,False,5
23043,universitas jember,3.17,2,15,True,4
23045,universitas gunadarma,3.6,2,2,False,4
23060,stie yai,2.72,2,17,True,7
23061,politeknik pertanian negeri payakumbuh ,3.43,4,15,True,3
23068,smk bps&k 2 jakarta,2.8,6,10,False,3
23079,universitas bsi,3.35,4,17,True,3
23080,universitas indraprasta pgri,0.875,2,7,True,4
23081,universitas negeri padang,3.34,2,7,True,4
23084,sman 1 garum,1.892,5,7,False,3
23089,universitas muhammadiyah prof. dr. hamka,2.89,2,0,True,4
23096,universitas gunadarma,3.1,2,2,True,4
23098,universitas pamulang,3.16,2,7,True,4
23099,universitas negeri jakarta,3.33,2,15,True,4
23102,universitas islam lamongan,3.45,2,4,False,4
23110,universitas nasional,3.56,2,17,True,3
