JobID;JobTitle;DescriptionRequirement
1487;asisten manager finance & accounting ;mengelola arus kas dan mengawasi transaksi keuangan di dalam dan di luar perusahaan berinteraksi dengan staf keuangan dan memastikan spreadsheet audit dipertahankan setiap bulan tahun perhatikan arus kas atas transaksi keuangan dengan klien dan pembeli aset perusahaan laporan laba rugi fiskal yang terjadi secara tahunan atau mingguan berinteraksi dengan staf keuangan dan memastikan spreadsheet audit dipertahankan setiap bulan tahun usia maksimal tahun pendidikan jurusan akuntansi pengalaman minimal tahun di bidang yang sama atau minimal tahun jika spv memiliki keterampilan komputer ms office ms word dan ms excel paham dengan ketentuan perbankan familiar dengan software akuntansi menguasai treassury keuangan dapat membuat dan menganalisa cashflow perusahaan dapat melakukan audit keuangan dari fraud
1488;chief engineering;technical responsibilities menyiapkan dan melaksanakan prosedur pengoperasian dari semua system dan peralatan utama gedung menyiapkan dan menjalankan program pemeliharaan secara lengkap untuk semua system dan peralatan yang ada menyiapkan dan menjalankan program pemeliharaan gedung di daerah bersama mengkoordinasikan dan mengawasi sesuai permintaan pelaksanaan proyek khusus dan penerimaan karyawan dari kontraktor menyiapkan system pengontrolan suku cadang dan barang keperluan engineering yang efektif dan memonitor secara teliti pemakaian barang barang suku cadang dan persediaan barang melaksanakan inspeksi ke seluruh bagian gedung kondisi system dan peralatan untuk memastikan kondisinya aman dan prima sedikitnya sekali dalam seminggu menyiapkan dan menjalankan program renovasi tahun untuk gedung dan semua peralatan utamanya memastikan program perawatan gedung memenuhi standar atau melampaui standar standar baku dari badan terkait mengimplementasikan semua ketentuan dan prosedur dari kesehatan dan keselamatan lingkungan kerja dan program lainnya yang berhubungan dengan keamanan dan keselamatan kerja lainnya memastikan bahwa kondisi apartemen dan perkantoran memenuhi persyaratan yang ditetapkan oleh departemen kesehatan dan keselamatan lingkungan bertanggung jawab penuh atas kesiapan pengoperasian system dan semua peralatan pemadam kebakaran dan peralatan penunjang keselamatan menyiapkan dan melaksanakan waktu penanganan keadaan darurat dalam hubungannya dengan departemen lain menyiapkan pelatihan yang sesuai pada staff untuk penanganan kesehatan dan keselamatan kerja memonitor dan mengontrol secara teliti semua pemakaian utility dan memastikan pemakaian energi yang optimal dari semua departemen yang ada menyiapkan system yang efektif untuk pencatatan dan pelaporan semua pemakaian utility dari semua unit dan bagian gedung menerapkan efisiensi yang tinggi untuk semua pemakaian energi pada semua peralatan fasilitas di daerah bersama dan merekomendasikan pada management untuk perubahan dan penggantian termasuk penggantian peralatan untuk memperbaiki efisiensi energi ii non technical responsibilities menyiapkan memonitor dan mengevaluasi standard operation prosedur untuk departemen engineering bersama dengan bm bertanggung jawab penuh atas fungsi perawatan gedung yang lancar memastikan semua dokumen yang berhubungan dengan operasional departemen disimpan dan dimutakhirkan dan semua perubahannya dicatat dengan benar menyiapkan semua laporan perawatan pemeliharaan ke management tepat waktu menyimpan semua dokumen gambar manual spesifikasi system dan daftar suku cadang dari semua bagian gedung secara lengkap dan rapih dan memoliki back up data computer mengontrol dan mengecek ulang semua surat perintah kerja spk dan rectification form yang dikeluarkan oleh bm bertanggung jawab atas efisiensi biaya operasional departemen engineering menyiapkan dan merevisi bila perlu semua anggaran biaya untuk operasional dan renovasi yang diajukan kepada menagement sesuai dengan kebutuhan pengelolaan memonitor semua pencatatan pembelanjaan departemen engineering dengan tepat dan memastikan control yang ketat atas pengeluaran agar tidak melampaui anggaran membantu persiapan proyek untuk mendapatkan persetujuan dan selama proses pengerjaan proyek memastikan semua bahan yang dipergunakan sesuai dengan yang disyaratkan oleh prosedur keamanan dan keselamatan kerja mengimplementasikan program pelatihan internal departemen untuk memastikan semua karyawan engineering memiliki keahlian yang dibutuhkan untuk mengerjakan pekerjaan mereka secara efektif dan efisien mengawasi setiap individu engineering dalam menjalankan tugas mereka mendelegasikan pekerjaan dan tanggung jawab kepada staff engineering mengajarkan sikap professional kepada semua staff engineering menyiapkan dan menjalankan aturan internal departemen untuk memandu kinerja kerja staff memastikan semua karyawan engineering memahami dan mengerti sepenuhnya kebijakan apartemen untuk masalah kebakaran keselamatan kerja kebersihan dan kesehatan kerja dan semua resikonya menyeleksi dan membantu personalia dalam merekrut staff yang tepat untuk departemen engineering membantu departemen lainnya untuk menjamin kelangsungan operasional yang lancar membuat laporan harian mingguan dan bulanan serta mengevaluasinya usia minimal tahun pendidikan minimal segala jurusan sipil elektro pengalaman minimal tahun sebagai chief engineering di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented memiliki sikap leadership yang kuat penempatan di surabaya tidak jadi cari angkat staff lama menjadi supervisor
1489;resident relation;menjalin dan membina hubungan baik dengan semua penghuni dan penyewa di apartemen gunawangsa menerima keluhan dari penghuni baik tertulis maupun lisan dan menindaklanjuti setiap keluhan sampai tuntas sesuai dengan prosedur yang ada memahami dengan baik dan benar apartemen gunawangsa house rules regulations serta perubahan perubahan ketentuan yang ada di dalamnya memahami dan menjalani semua prosedur prosedur yang ada melakukan kerjasama dan koordinasi dengan departemen departemen lain untuk dapat memberikan pelayanan yang terbaik kepada semua penghuni dan penyewa mendata semua karyawan apartemen dan perubahannya serta menyiapkan kartu identitas untuk karyawan membantu finance accounting department untuk mengingatkan penghuni atas keterlambatan pembayaran pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan semua jurusan pengalaman minimal tahun diposisi yang sama lebih diutamakan penampilan menarik menguasai microsoft office memiliki kemampuan komunikasi yang baik dan tegas bertanggung jawab teliti jujur dan disiplin mampu berbahasa inggris
1490;test;test test
1491;sekretaris direksi;membantu kelancaran pelaksanaan tugas pimpinan dalam melaksanakan kegiatan operasional perusahaan yaitu melaksanakan administratif surat menyurat dan pengarsipan melaksanakan persiapan bahan kerja melaksanakan pengaturan jadwal agenda kegiatan pimpinan melaksanakan notulensi dalam kegiatan rapat berkala pimpinan usia maksimal tahun pendidikan min pengalaman kerja minimal tahun dibidang yang sama lebih disukai berpenampilan menarik sopan rapi inisiatif tinggi dan komunikatif mampu bekerja secara multitasking memiliki time task management yang baik mampu bekerja dengan target dan deadline pekerja keras dan tahan terhadap tekanan memiliki disiplin dan etika yang tinggi
1492;project officer;elakukan survei titik lokasi apabila akan dibangun konstruksi baru membuat perencanaan perhitungan gambar kerja dan time schedule rab cek stok material baru bekas bongkaran pengecekan hasil pekerjaan vendor ngecek bap melakukan control terhadap inventori titik reklame file gambar kajian kelayakan konstruksi bertannggung jawab atas pemakaian material sesuai rab mengawasi agar mutu hasil kerja sesuai dengan standar yang ditetapkan kandidat harus memiliki setidaknya semua jurusan laki laki perempuan usia sd tahun bahasa inggris aktif menguasai microsoft office autocad internet sketch up sap intermediate cepat memahami sistem kerja di warna warni paham membaca gambar struktur rab kerja customer satisfaction oriented menguasai negotiation skill bersedia bekerja di bawah tekanan fast respon diluar jam kerja problem solving dan decision making mengenai teknik pekerjaan konstruksi sehat jasmani dna rohani dan sering bekerja di luar lapangan
1493;staff admin workshop puri;menerima membuat dan mengirimkan laporan harian mingguan bulanan ws puri menerima dan memberikan surat perintah kerja mengurus data karyawan yang berhubungan dengan hrd membuat permintaan atk membeli keperluan untuk kebersihan ws puri membuat rekap uang makan lembur karawan merekap absensi karyawan perminggu dan percutoff mengatur membuat dan mereport pemakaian kas puri membuat data rembursh pengeluaran operasional usia maksimal tahun pendidikan segala jurusan pengalaman minimal tahun dibidangnya menguasai microsoft office terbiasa bekerja dengan deadline dan sistematis dalam pelaporan teliti cekatan dan komunikatif
1494;staff admin gudang workshop puri;bertanggung jawab perawatan penyimpanan barang barang yang ada di gudang pengaturan stock di gudang secara rapi dan benar menjaga dan memelihara lingkungan kantor termasuk kebersihan dan keindahannya terutama areal gudang administrasi barang masuk dan keluar administrasi stock barang filling dokumen dengan rapi dan tertata usia maksimal tahun pendidikan segala jurusan pengalaman minimal tahun dibidangnya menguasai microsoft office terbiasa bekerja dengan deadline dan sistematis dalam pelaporan teliti cekatan dan komunikatif
1495;senior it;analyze the company technology needs develop systems and software implement hardware and software conduct tests and maintain ongoing operations of all systems evaluate the company systems and determine needs for upgrade create disaster recovery plans for corporate data and systems also assess data risk factors responsible for all aspects of the operations of it department assist with new user orientation ensure that each workplace has good it equipment and provides the necessary special equipment make it equipment specifications requirement for company standards perform repairs or replace hardware and software on the workplace on time as required support it project as well as department project supervise the it department make department report as required maximum age years old candidate must be posses at least bachelor degree in computer science gpa minimum minimum years experience in the related field preferably supervisor specialized in it computer network system database admin or equivalent experience with computer networks programs framework wp drupal strong analytical with good judgment and sense of urgency management and leadership skills ability to work well in team excellence communication interpersonal skill fast response and self discipline willing to be placed in central jakarta jakarta pusat
1496;legal staff;membuat konsep dan koreksi surat surat perjanjian kontrak kerjasama dan yang sejenisnya usia maksimal tahun pendidikan minimal hukum berpengalaman minimal th pengalaman membuat legal opinion dan koreksi surat perjanjian kontrak dan sejenisnya memiliki komunikasi yang baik ramah teliti dan mampu bekerjasama dengan tim penempatan surabaya
1497;driver;mempersiapkan mobil yang akan digunakan untuk kepeerluan kantor maupun tamu tamu kantor melakukan perawatan dan perbaikan mobil yang digunakan untuk keperluan kantor mengajukan kepada atasan jika perawatan perlu dilakukan oleh bengkel luar dan melaporkannya kepada atasn atas hasil perawatan perbaikan bengkel luar memeriksa tanggal jatuh tempo surat surat kendaraan seperti sim dan sntk mobil yang menjadi tanggung jawabnya menginformasikan kepada atas untuk persiapan pengurusannya mengantar dan mengambil surat barang lain ke dan dari pihak yang dituju memiliki sim pria usia tahun pengalaman tahun sebagai driver supir pendidikan min sma smk mampu mengendarai kendaraan matic dan manual mengetahui protokol area jakarta jakarta pusat barat timur dan selatan berpengalaman mengendarai alphard memiliki smartphone terbiasa menggunakan aplikasi waze atau google maps bersedia bekerja lembur diutamakan berdomisili di daerah jakarta pusat
1498;staff maintenance;matrix vendor konstrtuksi terhalang melakukan pengecekan dan pencatatan serta inventory barang kelistrikan di reklame max tgl setiap bulannya melakukan rekap titik yang sering dimaintain monitor dan reporting deadline spk maintenance melakukan follow up spk setiap hari progres kerja melakukan follow up semua subkon konstruksi terhalang membuat laporan mingguan menerima dan melaksanakan tugas lainnya yang layak yang diperintah oleh atasan report titik konstruksi bermasalah dan masalah token laki laki atau perempuan maksimal usia th minimal pendidikan diploma atau sederajat setidaknya memiliki pengalaman tahun sebagai administrasi fresh graduate boleh melamar multi tasking dan mau belajar memiliki pengetahuan mengenai vehicle kendaraan memiliki kemampuan analisa dan administrasi yang baik siap bekerja dibawah tekanan
1499;surveyor general operational;survey tiap lokasi space iklan pt warna warni media pelaporan hasil survey harian pria pendidikan minimal sma sederajat maksimal usia tahun mampu mengendarai sepeda motor dan menggunakan kamera memiliki kendaraan pribadi motor memiliki sim aktif bersedia bekerja lapangan
1500;cleaning service;membersihkan area kantor dan gudang merawat kerapihan lingkungan bertanggung jawab dengan segala peralatan yang diberikan perempuan laki laki usia max th pendidikan min sd penempatan puri kembangan
1501;senior staff legal litigasi;menyusun surat somasi pengalaman mengikuti proses persidangan baik pidana maupun persidangan perdata pengalaman membuat laporan polisi menguasai hokum perikatan hukum perusahaan hukum bisnis hukum perusahaan menguasai peraturan perundang undangan di bidang advertising memiliki nilai tambah mampu membuat draft perjanjian dalam bahasa inggris lebih diutamakan menguasai legal review yaitu perjanjian dan non disclosure agreement mampu membuat konsep perjanjian secara terperinci jelas dan akurat yaitu perjanjian standard dan perjanjian non standard mampu membuat legal opinion terhadap suatu kasus dalam perjanjian mampu memonitoring perjanjian perjanjian di perusahaan mampu mengidentifikasi risiko dalam hokum bisnis pada setiap kerjasama memiliki kemampuan legal research laki laki perempuan usia th dengan lulusan hukum ipk menguasai bhs inggris menguasai hukum perdata secara umum lebih disukai memiliki pengalaman legal kontrak memiliki analisa yang kuat terhadap hukum perdata secara umum dan hukum kontrak secara khusus memiliki sertifikat pendidikan khusus profesi advokat pkpa tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan
1502;marketing freelance;achieves the sales and business development targets as states in the annual sales plan create maintain and expand contact with potential clients secure accurate prospect new clients by performing market segmentation and apply different organization approaches in targeting and selecting clients build strong customer relationship and new customer partnership bring forward new initiatives for continuous improvement and win loss analysis maximum age years old minimum years experience in the related field have connections and relationships in marketing field able to work individually and in teams candidate must be posses at least bachelor degree any field with gpa min fluent in english both oral and written good looking appearance and attractive excellence communication interpersonal skill fast response and self discipline flexibel work time placement in central jakarta sudirman benefit phone credit transportation fee
1503;legal staff;menguasai kitab undang undang hukum acara pidana kuhap dan reglement buitengewesten rbg dan memiliki berita acara sumpah bas memiliki analisa yang tinggi terhadap suatu kasus baik pidana maupun perdata memiliki pengalaman beracara bersidang khususnya di bidang hukum perusahaan hukum kepailitan memiliki pengalaman menangani kasus penipuan dan pengelapan menguasai hukum perikatan hukum perusahaan hukum bisnis hukum perusahaan mampu membuat legal opinion dalam setia case yang sedang di hadapi perusahaan mampu membuat somasi gugatan permohonan laki laki perempuan usia th dengan lulusan hukum ipk menguasai bhs inggris menguasai hukum perdata secara umum lebih disukai memiliki pengalaman legal kontrak memiliki analisa yang kuat terhadap hukum perdata secara umum dan hukum kontrak secara khusus memiliki sertifikat pendidikan khusus profesi advokat pkpa tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan
1504;spv marcomm & bus. development;project manage plan prepare implement an follow up projects tasks and activities ensure that projects are delivered in timely and in accordance with business guidelines quality standars and objectives develop an annual editorial calendar of marketing campaign and communication activities for all business units to support the execution of strategis ensure consistency in identity and branding for each business unit oversee implementation of marketing campaigns and communication activities which includes developing design execution measurement and refinement of concepts and campaigns direct social media recources across platforms instagram facebook youtube linkedln etc assist with picture selection caption correction video review etc in support of social media stategy provide support for writing and publishing marketing tools such as news articles newletters magazines flyers invitations advertisements business and trade publications anline and offline maintain blogs and support the creation of new content as necessary ensure websites are relevant and up to date in terms of design and content coordinate and orginiza contacts with public relations and media relations and work with the term to implement public relations and media relations strategy work with influencers to increase brand reach report on marketing kpis and provide an update to the management team on periodic basis maximum age years old minimum years experience in communication have connections and relationships in marketing field able to work individually and in teams candidate must be posses at least bachelor degree any field with gpa min fluent in english both oral and written good looking appearance and attractive excellence communication interpersonal skill fast response and self discipline willing to be placed in central jakarta jakarta pusat
1505;cleaning service;membersihkan area kantor dan gudang merawat kerapihan lingkungan bertanggung jawab dengan segala peralatan yang diberikan laki laki usia max th pendidikan min sd penempatan jakarta pusat
1506;project officer;melakukan survei titik lokasi apabila akan dibangun konstruksi baru membuat perencanaan perhitungan gambar kerja dan time schedule rab cek stok material baru bekas bongkaran pengecekan hasil pekerjaan vendor ngecek bap melakukan control terhadap inventori titik reklame file gambar kajian kelayakan konstruksi bertannggung jawab atas pemakaian material sesuai rab mengawasi agar mutu hasil kerja sesuai dengan standar yang ditetapkan kandidat harus memiliki setidaknya semua jurusan laki laki perempuan usia sd tahun bahasa inggris aktif menguasai microsoft office autocad internet sketch up sap intermediate cepat memahami sistem kerja di warna warni paham membaca gambar struktur rab kerja customer satisfaction oriented menguasai negotiation skill bersedia bekerja di bawah tekanan fast respon diluar jam kerja problem solving dan decision making mengenai teknik pekerjaan konstruksi sehat jasmani dna rohani dan sering bekerja di luar lapangan
1507;sekretaris;performing all executive secretarian task for director able to administration work attentation to details provide on daily matters which may include the private needs provide reports and minutes of meeting scheduling appointments and maintaining confidential files handling of correspondences with local and other claim such as mobile phone booking and arranging travel transport and accommodation organizing event and conferences typing compiling and prepare report presentation and correspondence perform other related duties as required maximum age years old candidate must be posses bachelor degree with gpa min fluent in english both oral and written good looking appearance and attractive minimum years experience in the law architect excellence communication interpersonal skill fast respon and self discipline willing to be placed in jakarta pusat
1508;staff outlet boba;melakukan greeting kepada customer memberikan menu kepada customer melakukan order minuman menghidangkan minuman ke customer menerima kritikan dan saran dari customer laki laki perempuan usia maksimal tahun good looking kreatif pekerja keras dan disiplin komunikatif dan murah senyum
1509;design staff;berpikir kreatif untuk menghasilkan ide ide dan konsep konsep baru dan mengembangkan desain menggunakan inovasi untuk mendefinisikan kembali desain dalam keterbatasan biaya dan waktu mempresentasikan ide dan konsep yang telah dibuat menunjukkan keterampilan ilustrasi dengan sketsa kasar bisa design bisa sebagai nilai lebih usia maksimal tahun pendidikan minimal design komunikasi visual multimedia atau sejenisnya fresh graduate berpengalaman min tahun lebih disukai menguasai corel draw photoshop adobe ilustrator dan fotografi memiliki inisiatif kreatif dan cekatan
1510;tim led it;mengerti hardware dan software komputer mengerti komputer jaringan lebih diutamakan mengerti hardware dan software led laki laki atau perempuan usia th lulusan teknik informatika teknik listrik ipk setidaknya memiliki pengalaman tahun sebagai ga fresh graduate boleh melamar multi tasking dan mau belajar siap bekerja dibawah tekanan
1511;tim led listrik;memahami listrik arus kuat mengerti dasar instalasi panel listrik arus kuat paham instalasi listrik phase phase suka bekerja dilapangan laki laki atau perempuan usia th lulusan teknik listrik ipk setidaknya memiliki pengalaman tahun sebagai ga fresh graduate boleh melamar multi tasking dan mau belajar siap bekerja dibawah tekanan
1513;project officer;melakukan survei titik lokasi apabila akan dibangun konstruksi baru membuat perencanaan perhitungan gambar kerja dan time schedule rab cek stok material baru bekas bongkaran pengecekan hasil pekerjaan vendor ngecek bap melakukan control terhadap inventori titik reklame file gambar kajian kelayakan konstruksi bertannggung jawab atas pemakaian material sesuai rab mengawasi agar mutu hasil kerja sesuai dengan standar yang ditetapkan kandidat harus memiliki setidaknya semua jurusan laki laki perempuan usia sd tahun bahasa inggris aktif menguasai microsoft office autocad internet sketch up sap intermediate cepat memahami sistem kerja di warna warni paham membaca gambar struktur rab kerja customer satisfaction oriented menguasai negotiation skill bersedia bekerja di bawah tekanan fast respon diluar jam kerja problem solving dan decision making mengenai teknik pekerjaan konstruksi sehat jasmani dan rohani sering bekerja di lapangan
1514;building manager;bertanggung jawab terhadap seluruh operasional gedung antara lain pemeliharaan gedung perbaikan renovasi safety gedung dan kebersihan serta keamanan menyusun budget operasional gedung memastikan efektivitas biaya dan efisiensi energy membina hubungan baik dengan tenant dan pihak eksternal menyusun serta menerapkan sop mengawasi kinerja kontraktor dan vendor menampung dan menyelesaikan segala complain para penghuni merencanakan mengkoordinasikan mengevaluasi dan mengusulkan pemecahan masalah dalam melaksanakan pengelolaan gedung mengendalikan dan mengambil tindakan perbaikan terhadap kinerja kelancaran keuangan perusahaan sesuai dengan rencana budget yang ditetapkan memahami dan menjabarkan kebijakan yang telah ditetapkan direksi pprs kedalam rencana kerja pengelolaan gedung usia maksimal tahun pendidikan minimal segala jurusan pengalaman sebagai building manager minimal tahun di mall atau apartemen disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill tegas dan detail oriented memiliki sikap leadership yang kuat penempatan di surabaya
1515;ptk - maintenance las ;bertanggunjawab pemasangan cover dengan teknik yang benar bertanggungjawab menyelesaikan project sesuai target mempertanggungjawabkan hasil pekerjaan maks tahun min sma smk segala jurusan pengalaman min tahun di bidang yang sama mengetahui teknik pemasangan cover dengan benar berani bekerja di ketinggian dapat berkomunikasi terkait kendala di lapangan kemampuan komunikasi teknik pemasangan cover teknik las
1516;recruitment staff;screening cvs that have potential to profit our company build applicant sources by researching and contacting community services colleges agencies recruiter media and internet sites attract applicants by placing job advertisements contacting recruiters using news group or the other tools make an appointment with the candidates determines applicant qualifications by analyzing responses verifying references comparing qualifications to job requirements establishes recruiting requirements by studying organization plans and objectives administrative task for recruitment fulfillment manpower request candidate must possess at least bachelor degree in human resource management psychology prefer industrial and organizational psychology or equivalent at least year of working experience in the related field is required for this position fresh graduate with strong qualification are welcome to apply required skill negotiation public speaking interview skill preferably staff non management non supervisor specialized in human resources or equivalent experience in recruitment able to conduct psychological test proactive independent team player and committed attitude towards work excellent communication and interpersonal skill detail oriented and able to multitasking
1517;programmer staff;bertanggung jawab dalam menjalankan operasional program maintenance software usia maksimal tahun pendidikan teknik informatika komputer menguasai hardware software dan pemograman pengalaman minimal tahun sebagai programmer fresh graduated welcome bisa bekerja dalam team komunikatif inovatif dan memiliki inisiatif
1518;it support;menangani trouble shooting dan jaringan hardware dan software meintenance hardware dan software khusunya menangani masalah jaringan wifi usia maksimal tahun pendidikan minimal informatika teknik komputer pengalaman minimal tahun menguasai networking wifi instalation trouble shooting pada pc dan peripheral lainnya mampu bekerja team maupun mandiri
1519;leasing mall foodcourt;melakukan koordinasi dengan divisi lain terkait dengan proses administrasi secara keuangan perjanjian sewa event promo dan desain layout tenant bertanggung jawab terhadap pemenuhan okupansi tenant foodcourt memastikan perjanjian sewa menyewa selalu update membangun hubungan baik dengan tenant dan calon tenant penyewa serta menjembatani antara tenant dengan management memiliki jaringan luas dan follow up calon tenant yang akan mengisi unit kosong untuk disewakan pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan minimal semua jurusan pengalaman minimal tahun sebagai leasing staff di perusahaan atau foodcourt disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill target oriented penempatan di surabaya tidak jadi cari
1520;foodcourt manager;memberikan pelayanan yang baik kepada customer mengkordinasi persiapan dan mengawasi kelancaran operasional food court sesuai dengan standar operasional prosedur dan melakukan perbaikan untuk mencapai tujuan perusahaan dan kepuasan customer bertanggung jawab terhadap pencapaian target penjualan setiap bulannya untuk kemajuan perusahaan dan meningkatkan kualitas kerja karyawan bertanggung jawab menghadapi keluhan customer dan melakukan briefing harian bekerjasama dengan beberapa pihak untuk membuat event di foodcourt menjalin hubungan baik dengan tenant dan pihak eksternal perusahaan usia maksimal tahun pendidikan minimal semua jurusan pengalaman minimal tahun sebagai manager foodcourt manager di perusahaan atau foodcourt disiplin tanggung jawab jujur inisiatif komunikatif dan mempunyai presentation skill target oriented penempatan di surabaya
1521;waitress;memberikan pelayan terbaik bagi tamu bisa bekerjasama dengan baik dengan sesama tim maupun tim departemen lain melakukan penjualan ala carte wanita usia maksimal tahun pendidikan minimal smk perhotelan penampilan menarik pengalaman sebagai waitress minimal tahun di hotel bintang memguasai program vhp
1524;staff outlet ;melakukan greeting kepada customer memberikan menu kepada customer melakukan order minuman menghidangkan minuman ke customer menerima kritikan dan saran dari customer laki laki perempuan usia maksimal tahun good looking kreatif pekerja keras dan disiplin komunikatif dan murah senyum
1525;teknisi;bisa bekerjasama dengan tim bisa maintenance ac melakukan pekerjaan sipil pria usia maksimal tahun pendidikan smk teknik pengalaman minimal tahun sebagai teknisi ac
1526;human resources internship ;we give you space to improve your hr skills by performing tasks such as screening cvs that have potential to profit our company make an appointment with the candidates early interview with candidates administrative task for recruitment conduct training for internal needs candidate must possess at least smu diploma bachelor degree in human resource management psychology or equivalent no work experience required preferably less than year experience specialized in human resources or equivalent required skill negotiation public speaking interview skill preferably staff non management non supervisor specialized in human resources or equivalent experience in recruitment able to conduct psychological test proactive independent team player and committed attitude towards work excellent communication and interpersonal skill detail oriented and able to multitasking
1527;manager hr ga ;responsible for all hrd department activities fulfill employee recruitment in accordance with company standards maintain employee data in hardcopy and softcopy always up to date perform training and development program manage and establish policies such as calculating salaries overtime pay and providing facilities for each company employee manage and control work facilities such as cleanliness of work areas building maintenance and company vehicles candidate must possess at least bachelor degree master degree post graduate degree in human resource management psychology or equivalent at least year of working experience in the related field is required for this position required skill microsoft office negotiation change management corporate culture management competency based human resource management counseling mentoring skills human resources information system skills preferably manager assistant manager specialized in human resources or equivalent strong analytical and leadership skills excellent communication and interpersonal skill detail oriented and able to multitasking able to design kpi understand uu ketenagakerjaan able to work under pressure
1528;staff legal kontrak;to prepare draft or legal agreement or contract to provide legal advise to client research evaluate and review the different risk factors in various business deals legislative issues or statues drafting and reviewing corporate legal documents of the company and its group related to the operations and business activities responsible for record keeping and management of legal and important documents communicate negotiate and creating relations of trust with external parties regulators external counsel public authority ensure company legality and conformity to regulations established by the authority and maintain current knowledge of alterations in legislations handle litigation management and various legal matters candidate must possess at least bachelor degree in law or equivalent at least year of working experience in the related field is required for this position required skill microsoft office negotiation preferably staff non management non supervisor specialized in law legal services or equivalent max years old fluent in english both oral and written experience as legal contract would be plus knowledge in hukum perdata in general knowledge in hukum perikatan hukum perusahaan and hukum bisnis hukum perusahaan having knowledge in peraturan perundang undangan in advertising would be plus having license for pendidikan khusus profesi advokat pkpa having strong analytical thinking with hukum perdata in general and hukum kontrak in particular able to work individualy or as team able to work under pressure self discipline
1529;koordinator maintenance;dapat menghitung terkait pekerjaan konstruksi dapat merencanakan pekerjaan konstruksi pria pendidikan minimal teknik elektro maksimal usia tahun dapat bekerjasama dengan team tidak mudah putus asa pekerja keras bersedia bekerja lapangan bersedia penempatan di bandung
1530;staff ga;responsible for the maintenance and care of company vehicles coordinating the drivers so that all the needs of taking the user are optimally met supervise the drivers to be orderly and disciplined to take care of the vehicle responsible for extending vehicle tax and stnk candidates must possess at least diploma in any field communicative and active willing to work with high pressure fresh graduate with strong qualification are welcome to apply can work in fast paced environment strong performance with low supervision
1531;engineering staff;handle pekerjaan electrical me dan sipil pengalaman mengerjakan maintenance ac dan lift lebih diutamakan pengalaman sebagai engineering mall apartment lebih diutamakan mampu mengerjakan kerusakan pada genset usia maksimal tahun pendidikan minimal smk jurusan teknik pengalaman minimal tahun di apartment tanggung jawab jujur inisiatif komunikatif dan bersedia bekerja shift service oriented bersedia bekerja shift penempatan di surabaya
1532;finance collection ;deskripsi pekerjaan menyimpan kas kecil menyiapkan tanda terima receipt atas pembayaran dari pemilik unit penyewa menyiapkan reimbursement kas kecil membuat faktur pajak sederhana pekerjaan lainnya yang ditugaskan secara khusus oleh perusahaan usia maksimal tahun pendidikan minimal akuntansi memiliki pengalaman minimal tahun disiplin tanggung jawab jujur inisiatif komunikatif detail oriented penempatan di surabaya
1533;legal staff;menguasai kitab undang undang hukum acara pidana kuhap dan reglement buitengewesten rbg dan memiliki berita acara sumpah bas memiliki analisa yang tinggi terhadap suatu kasus baik pidana maupun perdata memiliki pengalaman beracara bersidang khususnya di bidang hukum perusahaan hukum kepailitan memiliki pengalaman menangani kasus penipuan dan pengelapan menguasai hukum perikatan hukum perusahaan hukum bisnis hukum perusahaan mampu membuat legal opinion dalam setia case yang sedang di hadapi perusahaan mampu membuat somasi gugatan permohonan laki laki perempuan usia th dengan lulusan hukum ipk menguasai bhs inggris menguasai hukum perdata secara umum lebih disukai memiliki pengalaman legal kontrak memiliki analisa yang kuat terhadap hukum perdata secara umum dan hukum kontrak secara khusus memiliki sertifikat pendidikan khusus profesi advokat pkpa tegas disiplin bertanggung jawab mampu bekerja secara tim atau individu siap bekerja dibawah tekanan
1534;receptionist;menerima panggilan telepon dan meneruskan ke bagian terkait jika itu ditujukan ke bagian lain menyambut tamu yang datang dan memberikan informasi serta arahan terkait kunjungannya mengatur jadwal pertemuan antar tamu dengan pihak perusahaan menerima barang surat atau paket masuk melakukan administrasi terkait pengiriman barang usia maksimal th perempuan kandidat harus memiliki setidaknya sma setidaknya memiliki tahun pengalaman dalam bidang yang sesuai posisi ini fresh graduates are welcome terbiasa melakukan administrasi penempatan di sudirman jakarta pusat
1535;staff outlet;melakukan greeting kepada customer memberikan menu kepada customer melakukan order minuman menghidangkan minuman ke customer menerima kritikan dan saran dari customer laki laki perempuan usia maksimal tahun good looking kreatif pekerja keras dan disiplin komunikatif dan murah senyum
1536;junior associate;keahlian mengerti tentang hukum indonesia fasih dalam bahasa inggris dan bahasa indonesia lisan dan tulisan dapat mengoperasikan microsoft word power point dengan baik pendidikan minimal hukum lebih diutamakan usia maksimal tahun berpengalaman di law firm atau divisi hukum minimal dua tahun memiliki kta peradi pengalaman membuat legal opinion dan koreksi surat perjanjian kontrak dan sejenisnya memiliki komunikasi yang baik ramah teliti dan mampu bekerjasama dengan tim penempatan surabaya
