ApplicantID;Position;JobDescription
24347;guru;mengajar bimbel bahasa inggris anak sd sma
24382;staf keuangan;bertanggung jawab dan mengatur penagihan setiap hari untuk biaya provisi dan esek esek tarif cek fisik kendaraan bermotor yang sudah jatuh tempo sesuai dengan waktu yang telah ditentukan melakukan penginputan semua transaksi keuangan secara manual maupun program ms excel dan magic software membuat laporan petty cash untuk kantor pusat menerima dan mengecek laporan petty cash dari cabang menerima dan mengecek semua setoran bank untuk biaya provisi dan esek esek dari cabang berdasarkan mutasi bank berkomunikasi dengan sopan dan baik dengan nasabah sehubungan dengan penagihan biaya provisi dan esek esek mengelola fungsi jasa perpanjangan stnk mutasi bbn dari konsumen ke biro jasa berkoordinasi dengan staf lainnya di kantor cabang dengan baik melakukan filling dan penyimpanan dokumen secara aman dan tertata melakukan proses tutup buku closing setiap akhir bulan
24408;satff admin operasional;menyiapkan laporan accurate harian menyediakan perlengkapan dan atk kantor dan toko merekap data seragam sdm toko merekap laporan eccom lazada membuat laporan kas membuat laporan po dan edc mengawasi dan mengontrol barang yang masuk dan keluar sesuai sop
24413;staff;menjadi admin tender tugas membuat analisa harga satuan untuk penawaran tender dan menasukan harga ke bill of quantity boq
24417;finance accounting;menghandle ap ar reconsiliasi bank cashier pettycash dan awal bekerja menghandle collection officer laporan di buat setiap minggu juga bulanan di laporkan ke manager fa juga owner pada ap account payment saya menggunakan internet banking di cek saldo bank dulu untuk transaksi yang akan di jalankan pada perusahaan tsb menggunakan sistem akuntansi seperti accurate dan lainnya pada tahun saya bekerja pada perusahaan pt surya rejeki timber utama perusahaan memproduksi hebel batu bata ringan posisi saya juga sebagai finance accounting menghandle ar account receivable cashier laporan langsung ke manager fa dan juga owner pada tahun saya bekerja pada perusahaan pt klik logistics sebagai finance accounting membuat laporan reconsiliasi bank ap dan lainnya sistem akuntansi menggunakan sistem accurate laporan di buat everyday untuk ap langsung ke owner
24436;staff. personalia staff accounting account payable hrd officer manager finance spv. finance;responsible administration personnel over employees marketing office and warehouse administration personnel and ga absent overtime jamsostek leave permit etc performance employment contract employee attendance recap responsible of meal and transport cost monthly input employee data and turnover monthly estimation cost overtime for staff marketing office petty cash for operational ga driver responsible of cost claim medicine correspondence filling prepare and calculate insentive of marketing employees marketing staff spv and sales assistant store showroom prepare and calculate of insurance for showroom cost calculation for leasing and maintenance of store showroom apartment stock opname for goods inventory control showroom counter and warehouse filling responsible of all invoice document and ppn from vendor and operational office calculate pph for all invoice document on services performed account payable journal cost calculation for leasing and maintenance of store showroom and apartment aging account payable monthly stock opname for goods inventory control showroom counter and warehouse correspondence filling responsible of data bpjs and claim responsible process and claim insurance employees responsible of administration personnel input absent data and time sheet as base of payroll input turnover employee of the month corespondance filling responsible of cash flow operational routine company monthly responsible of all account payable process calculate ppn and pph and up to payment to bank responsible of asset purchase for employees responsible of compensation benefit payroll and calculate pph to employees monthly responsible of monthly report finance operational activity to finance accounting director relationship of banking and vendors correspondence responsible of hris system hrd compensation benefit payroll pph for company responsible of payroll and calculate pph monthly administration activity filling and slip payment of employees relationship of banking responsible of administration tender to project oil gase company responsible of contract job oil and gase company responsible of insurance for contract project oil and gase company maintenance of renewal company document siup tdp civd npwp akte company etc relationship of banking bid bond and guarantee bank to tender and contract project oil and gase company report to president director correspondance filling
24461;administration staff;handling administration pt indobara bahana quality control dept input kontrol data absensi team report noncomfirmity material report inspection report bbm bensin pettycash calibration mengurus dokumen perjalanan dinas atk entry data filling documents sertifikat email corespondence
24505;admin admin admin admin;main job collecting receipt delivery receipt from warehouse or coil center to customer entry data by system issue invoice reg tax submission additional job issue purchase order sales charge stock data inventory other report and filing main job collecting receipt delivery receipt from warehouse or coil center to customer entry data by system issue invoice reg tax submission additional job issue purchase order sales charge stock data inventory other report and filing main job collecting receipt delivery receipt from warehouse or coil center to customer entry data by system issue invoice reg tax submission additional job issue purchase order sales charge stock data inventory other report and filing main job collecting receipt delivery receipt from warehouse or coil center to customer entry data by system issue invoice reg tax submission additional job issue purchase order sales charge stock data inventory other report and filing
24612;admin doc.proses;validasi data debitur konfirmasi debitur memproses aplikasi kredit calon debitur bertanggungjawab atas pengiriman copy kontrak dan filing documen kontrak debitur rekap pembayaran pelunasan dan refund ke mitra
24613;operation officer;responsible to do elements of operation in visa application center that consists of checking applicant documents submitting visa application input detail of applicant data scanning and uploading applicant documents
24620;finance controller general accountant general accountant joint venture accountant team leader accountant finance officer finance manager;responsible to lead the finance team that consists of reporting supervisor tax accountant treasury accountant account payable accountant account receivable accountant control monitor taxation matters expenditures receivables revenues in charge for original revised budget financial reports for board of directors in charge for accounting system migration fixed asset register cash flow projection cash call to partners joint interest billing report to partners work program budget wp to skk migas financial quarterly report fqr to skk migas financial monthly report fmr to skk migas afe close out report general admin cost allocation processes and liaise with external auditor skk migas auditor in charge for treasury processes payroll processes taxation matters cash flow projection cash call to partners review joint interest billing report jib report for non operated blocks joint interest billing report jib report to partners work program budget wp to skk migas financial quarterly report fqr to skk migas financial monthly report fmr to skk migas afe close out report general admin cost allocation processes and liaise with external auditor in charge for cash flow projection cash call to partners joint interest billing report to partners work program budget wp to skk migas financial quarterly report fqr to skk migas financial monthly report fmr to skk migas afe close out report general admin cost allocation processes insurance matters wells project etc involve in procurement material inventory module set up and liaise with external auditor skk migas auditor responsible to lead the finance team that consists of gl accountant treasury accountant account payable accountant in charge for cash flow projection cash call to partners joint interest billing report to partners work program budget wp to skk migas financial quarterly report fqr to skk migas financial monthly report fmr to skk migas afe close out report and liaise with external auditor skk migas auditor in charge for the whole spectrum of financial matters of the project monthly financial report forecasting budget revision treasury processes payroll processes taxation matters contracts preparation and liaise with external auditors responsible to lead the finance team that consists of internal control coordinator internal control staff and finance support staff in pr and supervised finance staffs srs and ssrs responsible to review and consolidate all financial reports for pr and srs for gfatm project including to actively participate in the audit process both by the lfa of the gfatm and the external auditor report directly to the authorized principal recipient and work in close collaboration with the program manager project manager field operations monitoring evaluation coordinator and hr admin coordinator to ensure that the overall implementation of the project is according to the approved work plan refer to the timeline and absorption level as well as refer to the pim pr finance manual and gfatm guideline on finance management provide regular monitoring and supervision to guarantee that the pr includes srs ssrs are maintaining their internal control system that can support its compliance with all requirements of the grant agreement incharge for implementation of new project management system conduct selection of the vendor conduct trainings migrating financial data to new system incharge for setting up computer server for new project management system conduct selection on server installation network setup review salary calculation procurement paper work and fixed asset register
24643;ticketing international marketing dan customes service admininstrasi bursa kerja;
24665;striping magang bagian das admin gudang;asisten kepala shift training anak baru membuat laporan cek bahan rejeck membantu kepala shift apabila urgent menerima surat masuk dan surat keluar mencatat semua surat masuk dan keluar arsip surat membantu pimpinan cek laporan mengantar surat sesuai devisi masing masing membuat sales order membuat purchase order membuat laporan bulanan stok opname cek barang masuk dan keluar cetak bon pembelian mencatat pembelian baik dari gudang atau dari toko membuat surat jalan
24682;staff spv tour & ticketing;ticketing reservation tour planner ticketing reservation tour planner banking admin monthly daily report
24684;advisor;menjual dan membuat laporan penjualan
24721;supervisor  marketing manager;leading directing and coaching sales team to achieve sales targets dealing and negotiations with head office vendors and suppliers handle customer complains analyzing trends ensure fast moving new arrivals on stock in warehouse analyzing brands that have poor performance and find the solutions to increase the sales achieve sales target etc dealing and negoitation with vendors suppliers and mall to make an events atrium or new policy responsible for how marketing advertising and promotional budgets are used analyzing sales and marketing events analyzing trends and customer needs identifying target market and develop strategies to increase profitability collaborate with store manager brand manager and internal teams make internal promotion and collaborate with external vendors to achieve sales target evaluate sales performance corporations with media bank and others to promotion brand etc
24738;marketing;take responsibility in online insurance product what have to do is create business relationships with the partners and keep it up also make report of potential clients and do telemarketing based on the database beside that to publicize this product make partnership with car wash company automotive workshop and do offline promotions on car free day cfd and the broadcast radio
24763;intern intern intern;
24781;it support it support;troubleshooting hardware and software maintenance computer network responsible for corporate administration related to database and analysis designs and create new databases troubleshooting hardware and software maintenance computer network responsible for corporate administration related to database and analysis designs and create new databases
24788;operator mesin teknisi;tanggung jawab dan pencapaian menerapkan keselamatan dan kesehatan kerja melaksanakan pemeliharaan mesin dan melakukan pemeriksaan sesuai petunjuk melakukan pengawasan selama pengoperasian melakukan pmeliharaan setelah selesai operasi membuat laporan harian operasi tanggung jawab dan pencapaian melaksanakan pekerjaan pengawasan teknis memberikan petunjuk kepada tim dalam melaksanakan pekerjaan membantu tim di lapangan dalam melakukan kegiatan memeriksa hasil laporan pengujian serta analisanya bertanggung jawab atas pengujian bekerjasama dengan pihak pemberi tugas sehubungan dengan pekerjaan
24794;admin staff admin staff admin operational admin operational admin finance office admin finance office;admin staff printing admin staff printing admin operasional eo crew event admin finance office admin operasional eo crew event admin finance office
24805;staff admin staff tenaga ahli;as the person responsible for issuing the spk surat perjanjian kontrak mou and po purchase order road infrastructure building planner
24814;bisnis admin personal assistant;input data penjualan menerima telpon dari cabang filling dokumen mengatur jadwal meeting notulen meeting mengatur perjalanan dinas menyiapkan segala kepentingan atasan
24817;staff admin;jobdesk membuat surat jalan delivery order membuat invoice membuat purchase order stock opname melayani customer by email phone
24827;staff teknik (drafter & estimator) staff teknik (drafter & estimator) staff teknik (drafter & estimator) quantity surveyor quantity surveyor quantity surveyor;pengawasan proyek lapangan desain infrastruktur tata kota jalan pedestrian pengairan pembuatan rab pengawasan proyek lapangan desain infrastruktur tata kota jalan pedestrian pengairan pembuatan rab pengawasan proyek lapangan desain infrastruktur tata kota jalan pedestrian pengairan pembuatan rab menghitung volume keperluan material yang dibutuhkn di lapangan membandingkan rab dan rap membuat variation order menghitung opname lapangan menganalisa dan memilih jenis material yang digunakan kontrol budget keuangan proyek menghitung volume keperluan material yang dibutuhkn di lapangan membandingkan rab dan rap membuat variation order menghitung opname lapangan menganalisa dan memilih jenis material yang digunakan kontrol budget keuangan proyek menghitung volume keperluan material yang dibutuhkn di lapangan membandingkan rab dan rap membuat variation order menghitung opname lapangan menganalisa dan memilih jenis material yang digunakan kontrol budget keuangan proyek
24844;kasir store supervisor;melakukan transaksi kasir membuat laporan daily inventory membuat po dan permintaan semua kebutuhan untuk toko mengatur mengkoordinasi dan mengawasi semua tugas staff memberi bimbingan pada staff memimpin dan mengawasi proses kegiatan di toko agar sesuai dengan standar perusahaan bertanggung jawab pada ketertiban dan kedisiplinan staff membuat laporan kerja dan analisa permasalahan kerja membuat jadwal kerja staff bertanggung jawab pada kebersihan lingkungan kerja bertanggung jawab atas kritik saran dari customer
24855;staff administrasi divisi hukum dan penindakan pelanggaran;memberikan dukungan teknis kepada divisi hukum dan penindakan pelanggaran mengolah data hasil pengawasan pemilu menjalin komunikasi dan kemitraan dengan stakeholder untuk memperluas pengawasan partisipatif
24860;accounting accounting accounting;menginput jurnal umumu setelah itu memposting buku besar setelah itu menyusun neraca saldo dan terakhir membuat laporan laba rugi menginput jurnal umumu setelah itu memposting buku besar setelah itu menyusun neraca saldo dan terakhir membuat laporan laba rugi menginput jurnal umumu setelah itu memposting buku besar setelah itu menyusun neraca saldo dan terakhir membuat laporan laba rugi
24930;supervisor/cordinator admin engineering supervisor/cordinator admin engineering;melakukan input data mengenai billing tagihan listrik air dan report pekerjaan karyawan absensi karyawan dokumentasi membuat laporan bulan menganalisa pemakaian utilitas mengkordinir dengan site site terkait maintenance dan departemen lain maupun pihak outsourcing membuat dan melaporkan hasil kordinasi maupun analisis data kepada chief kepala departemen melakukan input data mengenai billing tagihan listrik air dan report pekerjaan karyawan absensi karyawan dokumentasi membuat laporan bulan menganalisa pemakaian utilitas mengkordinir dengan site site terkait maintenance dan departemen lain maupun pihak outsourcing membuat dan melaporkan hasil kordinasi maupun analisis data kepada chief kepala departemen
24965;legal;meneliti syarat syarat formil dan materil membuat matriks membuat berita acara pendapat bap pelimpahan berkas ke pengadilan membuat surat dakwaan membuat surat tuntutan
24983;manajemen manajemen;
24984;legal;pengurusan perijinan pajak reklame koordinasi dengan ptsp dan walikota
25008;sales administrator;membuat po membuat billing membuat bast input stock membantu sales
25009;finance manager sr mgr finance & treasury;finance statement ar ap budget treasury banking ar ap financial statement reporting budget
25010;mahasiswa magang;mereview merekomendasikan dan mengkoordinasikan pelaksanaan program kerja bidam sdm kemitraan dan bina lingkungan
25022;staf pembantu pelaksana administrasi;membuat laporan bulanan tentang inflasi membuat surat undangan rapat kegiatan membuat surat nota dinas hasil rapat membantu menyiapkan surat surat administrasi lainnya seperti kelengkapan bahan untuk rapat kegiatan mencatat kesimpulan hasil rapat dan membantu melengkapi spj
25031;staff accounting;membuat jurnal dari setiap transaksi membuat laporan bank harian memposting jurnal ke sistem ax memeriksa kelengkapan invoice memeriksa bop sales stock opname filling document
25039;technician ac technican me staff;
25048;operator produksi admin;membuat rangkaian kamera hingga hasil akhir untuk di ekspor membuat data masuk keluar untuk customer dan perusahaan
25054;administrasi igd;
25059;admin project admin project admin project produksi produksi produksi marketing support intern marketing support intern marketing support intern marketing support intern marketing support intern marketing support intern;create po sto create delivery number create goods receipt maintain visit plans create sales order reason the project has done create po sto create delivery number create goods receipt maintain visit plans create sales order reason the project has done create po sto create delivery number create goods receipt maintain visit plans create sales order reason the project has done using the spinning machine to create downlight lamp then proceed to the chemical section for refinement checking counting the quality and quantity of downlight in ready made team for the next process reason done the job contract is not renewal using the spinning machine to create downlight lamp then proceed to the chemical section for refinement checking counting the quality and quantity of downlight in ready made team for the next process reason done the job contract is not renewal using the spinning machine to create downlight lamp then proceed to the chemical section for refinement checking counting the quality and quantity of downlight in ready made team for the next process reason done the job contract is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal market survey competitor research research customer needs in field watch and handling the moving off cylinder gas in customers if ther any trouble presentation to manager for the result reason done the job internship is not renewal
25063;quality assurance staff  quality assurance staff  manager accoumting & finance manager accoumting & finance;
25077;teller;melayani transaksi finansial melakukan cross selling serta memberikan pelayanan perbankan lainnya
25081;pmo adminstrative;collect berita acara serah terima mengerjakan kegiatan administrasi yang berkaitan tentang dokumentadi project follow up project yang akan dan sedang berlangsung membuat project costing
25089;staff advokat legal staff;pendampingan advokat pengurusan di pengadilan negeri menangani perkara perusahaan membantu dalam pembebasan lahan membuat surat surat atau dokumen dokumen legal review perjanjian
25090;accounting staff admin finance project;
25116;database admin mis officer admin collection;laporan harian mingguan bulanan membuat po mendistribusikan barang input harga barang di sistem membuat laporan penjualan mebuat laporan harian mingguan dan bulanan menbuat analisa penjualan membuat laporan tentang aset kualiatan penjualan membantu ca cabang dalam menyelsaikan aplikasi masuk membuat laporan harian mingguan dan bulanan membuat voucher advis debet membuat blokir masal sms blast membuat laporan performance deskolektor
25142;marketing staff marketing staff account executive account executive;maintain klien yang sudah ada dan kembangkan bisnisnya mencari bisnis baru monitoring klaim dan pembayaran premi maintain klien yang sudah ada dan kembangkan bisnisnya mencari bisnis baru monitoring klaim dan pembayaran premi maintain klien yang sudah ada dan kembangkan bisnisnya mencari bisnis baru menjadi konsultan buat klien untuk aset aset mereka monitoring klaim dan pembayaran premi maintain klien yang sudah ada dan kembangkan bisnisnya mencari bisnis baru menjadi konsultan buat klien untuk aset aset mereka monitoring klaim dan pembayaran premi
25153;intership event marketing intership event marketing intership event marketing intership event marketing;membuat rancangan anggaran biaya untuk event pameran berpartisipasi dalam promosi pameran ifra fei menginput data customer pada aplikasi crm membuat rancangan anggaran biaya untuk event pameran berpartisipasi dalam promosi pameran ifra fei menginput data customer pada aplikasi crm membuat rancangan anggaran biaya untuk event pameran berpartisipasi dalam promosi pameran ifra fei menginput data customer pada aplikasi crm membuat rancangan anggaran biaya untuk event pameran berpartisipasi dalam promosi pameran ifra fei menginput data customer pada aplikasi crm
25171;phone customer service;mengangkat incoming call untuk menanyakan dan membantu apa masalahnya memberikan solusi samapi tuntas dan mentransfer ke bagian tertentu jika dibutuhkan merekap data incoming call selama bulan dan memberikan lapaoran ke atasan di akhir bulan mengetes greeting karyawan yang sesuai sop ke seluruh cabang dan kantor pusat jika benar maka di tulis dengan benar jika salah kita menginginkan agar menggunakan greeting dengan benar sesuai peraturan merekap keluar masuknya surat antara divisi ataupun antar perusahaan membimbing rekan kerja akar bisa bekerja dengan baik dan benar
25196;administrative officer administrative officer administrative officer administrative officer penerjemah penerjemah penerjemah penerjemah;mengatur dokumen mengarsip dokumen membuat surat proposal mengatur dokumen mengarsip dokumen membuat surat proposal mengatur dokumen mengarsip dokumen membuat surat proposal mengatur dokumen mengarsip dokumen membuat surat proposal menterjemahkan novel berbahasa inggris ke indonesia merevisi novel terjemahan menterjemahkan novel berbahasa inggris ke indonesia merevisi novel terjemahan menterjemahkan novel berbahasa inggris ke indonesia merevisi novel terjemahan menterjemahkan novel berbahasa inggris ke indonesia merevisi novel terjemahan
25201;sales officer sales admin;melakukan pendekatan ke dealer mendapatkan order dari dealer melakukan survey kelayakan konsumen membuat laporan survei menginformasikan kebutuhan hasil survei melakukan pengimputan pembayaran faktur membuat faktur membuat faktur pajak opname stock barang melakukan perencanaan penagihan
25212;accounting;membuat invoice faktur pajak jurnal keuangan laporan keuangan
25217;foreman electrical;pengoperasian perawatan dan perbaikan dimesin generator perawatan dan perbaikan kelistrikan diwilayah pelabuhan panel tower penerangan motor conveyor dll pengoperasian mesin conveyor batubara planning semua pekerjaan maintenance bagian listrik
25222;accounting;menginput dan mengarsip kelaur masuk buku bank menginput dan mengarsip keluar masuk kas besar maupun kas kecil membuat laporan perpajakan tiap bulan dan tahunan melakukan stock opname jika dibutuhkan
25247;assistant manager;membuat surat jalan invoice membuat claim tagihan purchase order foodcost control biaya operasi input data sales harian input data pb laporan analisis data mengawasi mengarahkan memberi motivasi kepada staf mengkoordinasikan operasional mengatur merencanakan strategi penjualan membantu dalam perekrutan pelatihan dan pengembangan staf operasional melakukan pengecekan terhadap kualitas makanan dll
25267;teknisi;teknisi instalasi listrik perawatan ac
25277;administrasi administrasi;membuat document instruction di membuat surat perintah kerja untuk surveyor spk membuat ecorr di dan spk membuat vr cann dokumen failling dokumen memindahkan dokumen data dari ecorr masuk dan kelar ke microsoft excel agenda memasukkan deklarasi perjalanan dinas ke mysap membuat document instruction di membuat surat perintah kerja untuk surveyor spk membuat ecorr di dan spk membuat vr cann dokumen failling dokumen memindahkan dokumen data dari ecorr masuk dan kelar ke microsoft excel agenda memasukkan deklarasi perjalanan dinas ke mysap
25304;sales staff staff admin;handling international books and magazine controlling books stocks handling customer and books reservations mengolah data penjualan barang melakukan pemesanan sparepart mesin mengatur patty cash dan pengeluaran mingguan karyawan mengontrol jadwal teknisi untuk perbaikan mesin mengontrol absensi karyawan
25312;staff brc (bank relation & custodian csod (customer service on duty);
25341;administrative staff / material controller production administrator part time teacher's assistant;input production result monitor calculate the amount of production material per day do handover of production material sent by vendor filing documents making report administration input employee data attendance leaves overtime etc input daily production reports maintain office filling and storage system making weekly monthly productivity reports maintain office supplies scan and copy documents answer incoming calls and transfer to the staff teaching english language to children make lesson plan assist teachers in the class doing administrative things
25346;administration;filing documents verified provider and reimburse documents giving notification to customer about their incomple documents making manual letter to customer making double cover co insurance letter
25362;administration cashier staff front office (intership);handling petty cash inputting data new patient operating patient and control patient recapitulating patient data recapitulating employee attendance arranging doctor and patient schedules and answering internal and external recording on transaction information providers daily and weekly reports weekly parties cross check items and data entry stock opname inputting inpatient and outpatient providing information regarding hospital fasilities answering incoming calls and tidying documents
25398;teknisi;
25412;teller;
25428;admin (internship);prepare and sorting the shipment document which become outstanding on the day and the next day input data of shipment document to excel which contains lot of goods check and correction data shipment while input ensure about hs code then report to staff
25432;private tutor  opening and closing ceremonies crew polyclinic administration;sharing and teaching how to make various hand creations from origami sticks and paper sharing and teaching how to coloring and painting with gradations sharing and teaching reading writing and basic math skills preparing for the opening and closing ceremonies of asian games starting from welcoming the arrival of athletes at gelora bung karno stadium delivering athletes to the aquatic and helping to make the athlete parade for entering the main stadium of gbk was required internship from institution handle telephone services including receiving calling and transfer handle information services to patients and make an appointment with patients in information department register for old and new bpjs and insurance patients in admission department filing all claims to submit bills to bpjs and handle all bpjs claims thing in casemix division
25439;staf administrasi staf administrasi staf administrasi staf administrasi asisten pengacara asisten pengacara asisten pengacara asisten pengacara;memilah pos surat paket kiriman pemesanan menjawab dan menerima telepon pengetikan dokumen surat menyurat offline maupun online memesan persediaan alat tulis kantor menyapa dan melayani klien membuat agenda kantor filling data entry mengisi data entri perusahaan mengelola buku harian memilah pos surat paket kiriman pemesanan menjawab dan menerima telepon pengetikan dokumen surat menyurat offline maupun online memesan persediaan alat tulis kantor menyapa dan melayani klien membuat agenda kantor filling data entry mengisi data entri perusahaan mengelola buku harian memilah pos surat paket kiriman pemesanan menjawab dan menerima telepon pengetikan dokumen surat menyurat offline maupun online memesan persediaan alat tulis kantor menyapa dan melayani klien membuat agenda kantor filling data entry mengisi data entri perusahaan mengelola buku harian memilah pos surat paket kiriman pemesanan menjawab dan menerima telepon pengetikan dokumen surat menyurat offline maupun online memesan persediaan alat tulis kantor menyapa dan melayani klien membuat agenda kantor filling data entry mengisi data entri perusahaan mengelola buku harian membantu pengacara dengan meyelidiki fakta fakta menyiapkan dokumen legal atau meneliti preseden hukum melakukan penelitian untuk mendukung proses hukum untuk merumuskan pembelaan atau untuk mengajukan tindakan hukum membantu pengacara dengan meyelidiki fakta fakta menyiapkan dokumen legal atau meneliti preseden hukum melakukan penelitian untuk mendukung proses hukum untuk merumuskan pembelaan atau untuk mengajukan tindakan hukum membantu pengacara dengan meyelidiki fakta fakta menyiapkan dokumen legal atau meneliti preseden hukum melakukan penelitian untuk mendukung proses hukum untuk merumuskan pembelaan atau untuk mengajukan tindakan hukum membantu pengacara dengan meyelidiki fakta fakta menyiapkan dokumen legal atau meneliti preseden hukum melakukan penelitian untuk mendukung proses hukum untuk merumuskan pembelaan atau untuk mengajukan tindakan hukum
25440;data entry technical service it technician it support it support support project;entry data member elex club showroom meruya publisher pt elex media komputindo just installation in apartement hotel and office building jobdesk installation configuration maintenance cable tv and internet distribution from headend to user video tron installation installation configuration maintenance customers journey system hw sw from server until service area and provide training to users installation configuration maintenance customers journey system hw sw from server until service area and provide training to users project support pertamina gas project
25482;staff it staff it admin marketing;mengarsipkan data peserta dari ketua lpkn merapihkan data peserta yang dikirim oleh ketua lpkn berdasarkan provinsi masing masing unit kerja menerima data peserta dari bagian humas dan tata usaha untuk selanjutnya diarsipkan dan dirapihkan kembali menginformasikan kembali kepada peserta alumni peserta yang sudah mengikuti diklat di lpkn beberapa diklat yang akan diselenggarakan oleh lpkn melalui sms mencetak sertifikat sebagai bukti bahwa peserta sudah mengikuti pelatihan di lpkn merapihkan dan mengarsipkan data scan sertifikat melaporkan absen karyawan lpkn ke bagian hrd setting jaringan untuk ujian sertifikasi pengadaan barang jasa troubleshoot semua perangkat komputer dan printer troubleshoot cctv menguasai ets system ticket menginput orderan semen membantu pengiriman semen membantu penukaran point customer membuat ringkasan data customer menerima surat jalan pengiriman pabrik untuk penagihan
25484;part time cashier;deal with payment bills financial report
25501;archives sales support adminitration reciever & spv. gudang assistent branches banking;mencatat dokumen atau berkas mendistribusikan dokumen atau berkas sesuai kebutuhan menyimpan menata dan menemukan kembali arsip sesuai dengan system tertentu memberikan pelayanan kepada pihak pihak yang memerlukan arsip mengadakan perawatan pemeliharaan arsip mengadakan atau merencanakan penyusutan arsip dan lain lain enginputan data arsip menjadi data computer untuk memudahkan pencarian dokumen sales admin officer kcp pondok pinang enyediakan keperluan administrasi sales ertugas menginput data penjualan sales enerima dan membalas email yang masuk membuat laporan persediaan barang embuat permintaan barang dari kantor pusat embuat laporan penjualan emeriksa absensi karyawan kantor cabang menerima tagihan pembayaran pada kantor cabang engurus dan mengatur uang kas kantor cabang dan membuat laporan pengeluaran uang kas kantor cabang dan laporan keadaan kantor cabang uraian tugas jabatan posisi receiver gudang enerima barang enghitung jumlah barang masuk ek kondisi kelayakan embuat laporan penerimaan barang diterima dan retur barang onfirmasi pada bagian purchasing tentang barang yang tidak ada dan retur emasukan barang ke gudang dan ditempatkan sesuai tempat embuat laporan fifo tockopname harian mingguan dan bulanan eminggu sekali cek barang gudang expire mencari memelihara untuk bagian jakarta timur memberikan pe latihan himbauan ke agen embantu calon agen dalam pembukaan rekening enyusun dan membuat laporan administrasi calon agen embuat laporan kunjungan calon agen dan raian mengenai agen calon agen unjungan mingguan pelayanan perbankan dari pihak bank kepada para agen embuat daftar peserta penerima bantuan pangan non tunai bpnt program keluarga harapan pkh se jakarta timur embuat daftar laporan penyaluran bpnt pkh se jakarta timur
25510;admin produksi admin produksi admin produksi media monitoring media monitoring media monitoring;bertangung jawab atas produksi harian pesanan aqiqah dari mulai pembelian bahan produksi pengawasan qc produksi dan pengawasan pengriman sampai ke costumer bertangung jawab atas produksi harian pesanan aqiqah dari mulai pembelian bahan produksi pengawasan qc produksi dan pengawasan pengriman sampai ke costumer bertangung jawab atas produksi harian pesanan aqiqah dari mulai pembelian bahan produksi pengawasan qc produksi dan pengawasan pengriman sampai ke costumer memantau pemberitaan di media cetak televisi maupun online terkait penyebutan brand client atau kompetitor dari client mencari isu isu spesifik yang relevam untuk mengukur kinerja dan reputasi client dan kompetitor membuat cliping online maupun convensional memantau pemberitaan di media cetak televisi maupun online terkait penyebutan brand client atau kompetitor dari client mencari isu isu spesifik yang relevam untuk mengukur kinerja dan reputasi client dan kompetitor membuat cliping online maupun convensional memantau pemberitaan di media cetak televisi maupun online terkait penyebutan brand client atau kompetitor dari client mencari isu isu spesifik yang relevam untuk mengukur kinerja dan reputasi client dan kompetitor membuat cliping online maupun convensional
25524;production asisstant staf admin & personal asisstant production asisstant;menyiapkan segala sesuatunya dari pra produksi hingga pasca produksi pembantu umum event off air on air tvi celebration di psaraya jakarta edit offline video program magazine entrepreneur tv di tvone ass floor director event celebrity golf club di riverside golf cibubur merekap keuangan patty cash menyusun dokumen membuat surat untuk keperluan kantor menyiapkan akomodasi tiket untuk kegiatan diluar kantor memastikan persediaan atk merekap data membuat mom minutes of meeting membuat materi tayang cetak melayout menyiapkan materi iklan untuk ditayangkan dimedia televisi dan cetak membuat report kegiatan event penayangan iklan menyiapkan kebutuhan sales marketing menjadi team event di bie bogor investment expo eatop eacon kppu mengecek memperbaiki komputer user yang bermasalah menginstal software aplikasi mencari vendor untuk kebutuhan perusahaan membuat invoice membuat presentasi mengumpulkan memeriksa kelengkapan dokumen pembelian dari vendor merekap rekening koran menginput data ke faktur
25537;technical support;sering bekerja di lapangan memasang antena pada sisi client lalu mengkonfigurasi dengan perangkat mikrotik untuk menyambungkan dengan sisi bts
