ApplicantID,DateFrom,DateTo,Industry,Position,Salary,ExpectedSalary,Age,EducationLevelName,MajorName
27588,2013-09-01,2017-03-01,Entertainment,Marketing Manager,10000000.0,20000000.0,39,S1,MANAJEMEN
27588,2005-11-01,2010-03-01,Broadcasting,Radio Announcer,7000000.0,20000000.0,39,S1,MANAJEMEN
27593,2018-09-01,2019-10-01,Makanan,Manager Operasional,6000000.0,6500000.0,46,S1,AKUNTANSI
27593,2017-09-01,2018-08-01,Event Organizer Food & Beverages,Bendahara EO & Manager Operasional Foodcourt,5500000.0,6500000.0,46,S1,AKUNTANSI
27593,2014-02-01,2017-04-01,Dagang alat sembahyang,Buruh harian,3000000.0,6500000.0,46,S1,AKUNTANSI
27598,2018-09-01,2019-09-01,Carton Box,HRGA Manager,1000000.0,15000000.0,43,S1,HUKUM
27598,2017-04-01,2018-06-01,Kalsiboard factory,HRGA Manager,1000000.0,15000000.0,43,S1,HUKUM
27598,2013-03-01,2015-10-01,logistic (trucking),Operational GM,1000000.0,15000000.0,43,S1,HUKUM
27598,2011-04-01,2013-06-01,Tile factory,HRGA Manager,1000000.0,15000000.0,43,S1,HUKUM
27600,2017-09-01,2018-10-01,Information & Technology,IT Support Specialist,3650000.0,4000000.0,23,SMK,Teknik Komputer
27043,2019-05-01,2019-08-01,RESTAURANT,GENERAL MANAGER OPERATION,11000000.0,7000000.0,41,S1,MANAJEMEN
27608,2016-04-01,2018-06-01,PROPERTY,SUPERVISOR,4000000.0,6000000.0,30,S1,PERHOTELAN
27607,2013-03-01,2013-10-01,JASA,PARALEGAL,1500000.0,15000000.0,33,S1,HUKUM
27607,2013-10-01,2015-02-01,TELEKOMUNIKASI,LEGAL STAFF,2500000.0,15000000.0,33,S1,HUKUM
27607,2015-02-01,2016-02-01,PERBANKAN,LEGAL CORPORATE,3500000.0,15000000.0,33,S1,HUKUM
27607,2016-02-01,2019-01-01,JASA HUKUM,LAWYER (Partners),5500000.0,15000000.0,33,S1,HUKUM
27609,2017-05-01,2019-11-01,ICT Solution,Onsite Engineer Pertamina Gas CSA Palembang,3900000.0,4500000.0,33,S1,TEKNIK INFORMATIKA
27609,2014-10-01,2017-05-01,ICT Solution,Onsite Engineer Pertamina gas Head Office Jakarta,3600000.0,4500000.0,33,S1,TEKNIK INFORMATIKA
27609,2011-05-01,2014-10-01,IT Services,TECHNICAL SUPPORT PT. BPD SUMSEL BABEL,2500000.0,4500000.0,33,S1,TEKNIK INFORMATIKA
27611,2019-05-01,2019-10-01,PELAYANAN JASA,CUSTOMER SERVICE,2000000.0,2500000.0,22,SMK,AKUNTANSI
27611,2017-03-01,2017-04-01,PARIWISATA,"FINANCE, TICKETING, MD, WAREHOUSE",2000000.0,2500000.0,22,SMK,AKUNTANSI
27561,2019-11-01,2017-12-01,F&b,Manager finance and accounting,7500000.0,7000000.0,34,S1,AKUNTANSI
27561,2015-04-01,2017-10-01,F&b,Manager ,6000000.0,7000000.0,34,S1,AKUNTANSI
27561,2014-01-01,2015-01-01,Ritel fashion,Manager ,1800000.0,7000000.0,34,S1,AKUNTANSI
27623,2017-07-01,2017-10-01,developver ,sales executive,4800000.0,7000000.0,28,S1,HUKUM
27623,2018-01-01,2019-11-01,Bank,Sales Representative,23410000.0,7000000.0,28,S1,HUKUM
27622,2017-07-01,2018-07-01,Training,Project Officer,2000000.0,4000000.0,32,S1,PSIKOLOGI
27664,2001-05-01,2019-04-01,General trading,HRD GA - IT,13500000.0,7000000.0,47,S1,TEKNIK INFORMATIKA
27666,2012-04-01,2019-09-01,Trading,Payroll Assistant Manager,8900000.0,8000000.0,34,S1,MANAJEMEN
27556,2018-07-01,2018-08-01,Banking,Legal Intern,2200000.0,5000000.0,26,S1,HUKUM
12093,2018-09-01,2019-07-01,Mining,HRD Administrator (Contract),5500000.0,4000000.0,0,S1,PSIKOLOGI
12093,2018-05-01,2018-09-01,Mining,Internship Tyre Administrator,2000000.0,4000000.0,0,S1,PSIKOLOGI
27669,2015-06-01,2016-08-01,Perhotelan,HRD,3500000.0,9000000.0,29,S2,PSIKOLOGI
27669,2016-08-01,2018-06-01,Asuransi,Marketing,6500000.0,9000000.0,29,S2,PSIKOLOGI
27669,2018-08-01,2019-06-01,Perbankan,Relationship Manager,8000000.0,9000000.0,29,S2,PSIKOLOGI
21381,2014-09-01,2015-10-01,Automobil / Mesin Tambahan Automotif / Kendaraan,Administrasi,2100000.0,4000000.0,31,S1,TEKNIK ELEKTRO
21381,2015-11-01,2016-12-01,Konstruksi / Bangunan / Teknik,Supervisor,4000000.0,4000000.0,31,S1,TEKNIK ELEKTRO
21381,2018-07-01,2019-02-01,Properti / Real Estate,Supervisor ME,4435000.0,4000000.0,31,S1,TEKNIK ELEKTRO
27674,2012-01-01,2013-12-01,Heavy environment Rental & Trailer,Legal Admin Staff,3500000.0,5000000.0,36,S1,HUKUM
27677,2008-08-01,2014-03-01,Property Developer,Staf Finance,5000000.0,8000000.0,38,S1,MANAJEMEN
27677,2014-04-01,2019-11-01,Property Management,Supervisor Finance,8000000.0,8000000.0,38,S1,MANAJEMEN
27663,2018-03-01,2019-02-01,Manufacture,Wh operator,4100000.0,4500000.0,40,SMK,SEMUA JURUSAN 2
27683,2016-03-01,2017-12-01,outsource,field collector consumer risk,3100000.0,4000000.0,30,SMK,MANAJEMEN
27683,2014-08-01,2016-01-01,farmasi,operator gudang,3100000.0,4000000.0,30,SMK,MANAJEMEN
27685,2017-02-01,2019-11-01,Property Developer,Spv Accounting & Finance,5700000.0,5000000.0,29,S1,AKUNTANSI
27685,2015-12-01,2016-07-01,Auditing,Junior Auditor,3500000.0,5000000.0,29,S1,AKUNTANSI
27659,2012-02-01,2019-04-01,Distributor HP indonesia Partner,Accont receivable,5000000.0,6000000.0,30,SMK,DESAIN GRAFIS
27696,2015-11-01,2016-05-01,Lembaga Survey Surabaya,"Surveyor, Entry",2000000.0,3800000.0,30,S2,TEKNIK ELEKTRO
27696,2014-11-01,2014-12-01,PESAWAT RADIO REPUBLIK INDONESIA,Unit Pemancar,600000.0,3800000.0,30,S2,TEKNIK ELEKTRO
27696,2016-04-01,2018-04-01,BUMDES CAMPUR JAYA,KETUA UMUM,1500000.0,3800000.0,30,S2,TEKNIK ELEKTRO
27702,2002-01-01,2019-02-01,GENERAL CONTRACTOR,SITE MANAGER,6500000.0,8000000.0,44,S1,TEKNIK SIPIL
27704,2013-01-01,2018-12-01,Perhotelan,Waiter,4300000.0,3900000.0,0,D3,PERHOTELAN
27708,2017-01-01,2018-06-01,Developer,Project Engineering,4500000.0,8500000.0,30,S1,TEKNIK SIPIL
27708,2016-03-01,2016-12-01,Kontraktor,Civil Engineer Staff,3045000.0,8500000.0,30,S1,TEKNIK SIPIL
27715,2011-11-01,2019-11-01,Perbankan,IT Echannel Support,5200000.0,5000000.0,35,D3,TEKNIK INFORMATIKA
27715,2009-04-01,2010-05-01,Entertainment,Operator Film,2000000.0,5000000.0,35,D3,TEKNIK INFORMATIKA
27718,2015-08-01,2019-11-01,Perbankan,Relationship manager dana ritel,4900000.0,6000000.0,31,S1,SEMUA JURUSAN
27718,2015-01-01,2015-06-01,Telekomunikasi,Customer service,4300000.0,6000000.0,31,S1,SEMUA JURUSAN
27718,2014-07-01,2014-12-01,Telekomunikasi,Promotor,5600000.0,6000000.0,31,S1,SEMUA JURUSAN
27687,2019-01-01,2019-10-01,Perhiasan,Staf Administrasi,5700000.0,0.0,0,S1,SEMUA JURUSAN
27722,2017-08-01,2018-07-01,Telekomunikasi,admin gudang,1500000.0,3500000.0,23,SMK,KOMUNIKASI
27722,2018-08-01,2019-04-01,F & B,Admin Staff,2500000.0,3500000.0,23,SMK,KOMUNIKASI
27722,2019-05-01,2019-10-01,Keuangan,Admin Staff,3500000.0,3500000.0,23,SMK,KOMUNIKASI
27723,2015-09-01,2015-10-01,DESAIN INTERIOR,DRAFTER,3750000.0,5000000.0,29,S1,INTERIOR DESIGN
27723,2015-12-01,2019-03-01,DESAIN INTERIOR,DESAINER INTERIOR,5000000.0,5000000.0,29,S1,INTERIOR DESIGN
27723,2019-04-01,2019-05-01,EDUCATION,TEACHER,4500000.0,5000000.0,29,S1,INTERIOR DESIGN
27724,2015-10-01,2016-10-01,F&B,Project Base,5000000.0,12000000.0,30,D4,MANAJEMEN
27724,2016-10-01,2017-10-01,Tobacco,Consumer Engagement Representative,6500000.0,12000000.0,30,D4,MANAJEMEN
27724,2017-10-01,2019-09-01,Tobacco,Retail Engagement Executive,8000000.0,12000000.0,30,D4,MANAJEMEN
27725,2019-06-01,2019-10-01,Gaming gears distributor ,Finance staff,2690000.0,3900000.0,26,S1,TEKNIK INFORMATIKA
27726,2018-07-01,2019-09-01,Developer,Internship Interior Design,2000000.0,4000000.0,25,S1,INTERIOR DESIGN
27742,2019-04-01,2019-10-01,Pendidikan,Educator,3040000.0,3500000.0,27,S1,SEMUA JURUSAN
27747,2017-10-01,2019-08-01,PERHOTELAN,DIRECTOR OF SALES & MARKETING ,20000000.0,18000000.0,43,S1,SEMUA JURUSAN
27747,2016-10-01,2017-10-01,PERHOTELAN,DIRECTOR OF SALES & MARKETING ,20000000.0,18000000.0,43,S1,SEMUA JURUSAN
27756,2011-07-01,2018-03-01,Advertising,Admin,3500000.0,0.0,0,S1,BAHASA INGGRIS
27759,2017-07-01,2017-10-01,FARMASI,CASHIER,3000000.0,7500000.0,26,S1,AKUNTANSI
27759,2017-10-01,2017-11-01,ASURANSI,MARKETING,3000000.0,7500000.0,26,S1,AKUNTANSI
27759,2017-11-01,2018-01-01,CHEMICAL COAT,CASHIER,3000000.0,7500000.0,26,S1,AKUNTANSI
27759,2018-03-01,2018-04-01,TELEKOMUNIKASI,ADMIN VALIDASI DAN AKTIVASI,3000000.0,7500000.0,26,S1,AKUNTANSI
27764,2015-09-01,2019-06-01,Manufacturing,Sales & Marketing,4500000.0,5000000.0,31,D3,AKUNTANSI
27764,2015-02-01,2015-08-01,Asuransi,Sales & Marketing,3000000.0,5000000.0,31,D3,AKUNTANSI
27730,2018-05-01,2019-05-01,Construction / Building / Engineering,Civil Engineer,5000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2011-08-01,2015-01-01,Construction / Building / Engineering,Civil Engineer,20000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2011-05-01,2011-08-01,Construction / Building / Engineering,Quality Control,6000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2010-08-01,2011-05-01,Construction / Building / Engineering,Quality Control,6000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2009-08-01,2009-12-01,Engineering - Civil/Construction/Structural,Lead Engineer,6000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2009-05-01,2009-07-01,Engineering - Civil/Construction/Structural,Leader Enginner,6000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2009-03-01,2009-04-01,Engineering - Civil/Construction/Structural,Lead Engineer,7000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2008-05-01,2008-12-01,Engineering - Civil/Construction/Structural,Lead Engineer,4500000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2008-02-01,2008-05-01,Engineering - Civil/Construction/Structural,Lead Engineer,6500000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2006-11-01,2007-12-01,Engineering - Civil/Construction/Structural,Senior Fasilitator,5000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2005-01-01,2006-09-01,Construction / Building / Engineering,Site Manager,5000000.0,7500000.0,46,S1,TEKNIK SIPIL
27730,2004-08-01,2004-12-01,Engineering - Civil/Construction/Structural,Technician Higways,4000000.0,7500000.0,46,S1,TEKNIK SIPIL
7217,2015-10-01,2018-11-01,MANUFAKTUR,TAX ACCOUNTING STAFF,3000000.0,4500000.0,29,S1,AKUNTANSI
27791,2015-06-01,2019-10-01,Apparel,Marketing Area Manager,7500000.0,5000000.0,38,D3,DESAIN GRAFIS
27791,2012-04-01,2015-05-01,LED,Assistant Managing Director,5000000.0,5000000.0,38,D3,DESAIN GRAFIS
27791,2010-01-01,2012-03-01,Keramik Roman,Marketing Distribusi,4000000.0,5000000.0,38,D3,DESAIN GRAFIS
27791,2006-06-01,2009-12-01,Forex Index trading,Asisten Manager,5000000.0,5000000.0,38,D3,DESAIN GRAFIS
27820,2012-02-01,2014-06-01,Perbankan,Frontliner,3500000.0,4200000.0,0,S1,MANAJEMEN
27633,2017-03-01,2017-12-01,Chemical,Sales Marketing,10000000.0,0.0,26,S1,AKUNTANSI
27633,2018-01-01,2018-09-01,Perfume,Sales Marketing,10000000.0,0.0,26,S1,AKUNTANSI
27633,2018-10-01,2019-08-01,Perfume,Sales Marketing,13000000.0,0.0,26,S1,AKUNTANSI
27834,2017-03-01,2018-12-01,Konsultan,Fasilitator,3550000.0,3000000.0,30,S1,TEKNIK SIPIL
27836,2017-07-01,2019-12-01,ENTERTAINMENT,MARKETING,3800000.0,4000000.0,25,SMK,PERHOTELAN
27783,2016-04-01,2018-04-01,Broadcasting,Marketing Strategist,8000000.0,14000000.0,39,D3,KOMUNIKASI
27837,2012-10-01,2019-05-01,Manufaktur,Admin & Accounting,4300000.0,4500000.0,34,D3,AKUNTANSI
27837,2010-06-01,2012-09-01,Manufaktur,Staff Accounting & Tax,2300000.0,4500000.0,34,D3,AKUNTANSI
27837,2008-06-01,2010-05-01,Otomotif,Administrasi,1200000.0,4500000.0,34,D3,AKUNTANSI
27841,2012-02-01,2017-06-01,ASURANSI,MARKETING,6000000.0,4500000.0,33,S1,MANAJEMEN
27849,2018-02-01,2019-10-01,Adverstisment and Property,Executive Senior Uploader,4000000.0,4000000.0,25,S1,SEMUA JURUSAN
27849,2019-12-01,2020-04-01,Finance Services,Admin,2000000.0,4000000.0,25,S1,SEMUA JURUSAN
27627,2019-05-01,2019-11-01,Event Organizer,"Admin, CS, Crew, Sales",2500000.0,3700000.0,22,SMP,SEMUA JURUSAN
27745,2013-11-01,2018-08-01,General Contractor ,ME Engineer & ME Quantity Surveyor ,6500000.0,9000000.0,41,S1,TEKNIK ELEKTRO
27864,2019-03-01,2019-11-01,kulit,admin,2900000.0,0.0,24,D3,AKUNTANSI
27874,2016-06-01,2018-02-01,DAGANG,SALES COUNTER,3200000.0,3000000.0,25,D3,AKUNTANSI
27883,2016-06-01,2018-06-01,Perpustakaan Universitas,Design Graphic,800000.0,4600000.0,26,S1,DESAIN GRAFIS
27883,2018-06-01,2018-09-01,Advertising Agency,Design Graphic Intern,1000000.0,4600000.0,26,S1,DESAIN GRAFIS
27885,2018-11-01,2019-11-01,Education,Part Time Worker / Graphic Designer,700000.0,4000000.0,26,S1,DESAIN GRAFIS
27889,2018-03-01,2019-11-01,FOOD & BEVERAGES,STAFF ACCOUNTING,3871000.0,3871000.0,26,S1,MANAJEMEN
27876,2018-04-01,2018-11-01,KONTRAKTOR,STRUCTURE ENGINEER,8000000.0,9000000.0,0,S1,TEKNIK SIPIL
27876,2003-02-01,2018-03-01,KONSULTAN,KONSTRUKTOR,6000000.0,9000000.0,0,S1,TEKNIK SIPIL
27876,2002-10-01,2003-01-01,KONTRAKTOR,PELAKSANA,6000000.0,9000000.0,0,S1,TEKNIK SIPIL
27876,2002-07-01,2002-09-01,DEVELOPER,PELAKSANA,1500000.0,9000000.0,0,S1,TEKNIK SIPIL
27876,2002-04-01,2002-06-01,KONSULTAN,DRAFTER,1000000.0,9000000.0,0,S1,TEKNIK SIPIL
27894,2013-01-01,2019-05-01,Legal service,Manager,7000000.0,5000000.0,32,S1,HUKUM
16498,2018-09-01,2019-05-01,Perusahaan yang bergerak di bidang penyedia jasa IT,DSN,2000000.0,3800000.0,34,S1,TEKNIK INFORMATIKA
16498,2017-02-01,2018-07-01,Karaoke,Teknisi,3500000.0,3800000.0,34,S1,TEKNIK INFORMATIKA
16498,2014-08-01,2016-05-01,Pembiayaan Sepeda Motor,ARS,1600000.0,3800000.0,34,S1,TEKNIK INFORMATIKA
16498,2012-02-01,2014-03-01,server Game Online,Analyze,1050000.0,3800000.0,34,S1,TEKNIK INFORMATIKA
27882,2013-11-01,2015-01-01,DEVELOPER REAL ESTATE,SUPERVISOR,6000000.0,6000000.0,32,S1,TEKNIK SIPIL
27882,2015-02-01,2015-08-01,GENERAL CONTRACTOR,SITE ENGINEER,2500000.0,6000000.0,32,S1,TEKNIK SIPIL
27929,2018-06-01,2019-06-01,BANK,TELLER,3000000.0,7000000.0,28,S2,HUKUM
27944,2014-02-01,2019-07-01,Human Resources,Call Center Agent at Airasia Indonesia,4200000.0,4000000.0,38,S1,HUKUM
27948,2015-07-01,2017-07-01,Education,Teacher,3000000.0,5000000.0,29,S2,HUKUM
27948,2018-07-01,2019-11-01,Developer & Contractor,Staff,3500000.0,5000000.0,29,S2,HUKUM
27963,2017-11-01,2018-12-01,Telekomunikasi,Call Center,2800000.0,0.0,0,S1,KOMUNIKASI
27965,2017-05-01,2018-04-01,Hotel Industry,Operation Manager ,10000000.0,17500000.0,32,S2,MANAJEMEN
27965,2016-06-01,2017-05-01,Hotel Industry,F&B Manager ,8000000.0,17500000.0,32,S2,MANAJEMEN
27965,2015-06-01,2016-07-01,Hotel Industry,Restaurant & Banquet Manager ,6000000.0,17500000.0,32,S2,MANAJEMEN
27965,2014-04-01,2015-07-01,Hotel Industry,Operation Manager ,5000000.0,17500000.0,32,S2,MANAJEMEN
27965,2013-02-01,2014-04-01,Hotel Industry,F&B Captain,3000000.0,17500000.0,32,S2,MANAJEMEN
27965,2012-02-01,2013-02-01,Restaurant,F&B Captain,7000000.0,17500000.0,32,S2,MANAJEMEN
27965,2011-01-01,2012-01-01,Cruise ship,Jr. waiter 0,8000000.0,17500000.0,32,S2,MANAJEMEN
27972,2018-06-01,2019-01-01,automotive,marketing,5000000.0,6000000.0,37,S1,AKUNTANSI
27972,2005-02-01,2011-05-01,pharmacy,marketing,4000000.0,6000000.0,37,S1,AKUNTANSI
27972,2011-06-01,2016-08-01,phone cell,marketing,5000000.0,6000000.0,37,S1,AKUNTANSI
27972,2016-09-01,2018-05-01,automotive,marketing,5500000.0,6000000.0,37,S1,AKUNTANSI
27494,2015-03-01,2016-04-01,Perbankan,Sortir,2500000.0,4000000.0,32,S1,TEKNIK INFORMATIKA
9241,2019-01-01,2019-03-01,Konstruksi,Pelaksana Lapangan,5200000.0,7000000.0,26,D3,TEKNIK SIPIL
9241,2019-06-01,2019-11-01,Konsultan,Pengawas Lapangan,5000000.0,7000000.0,26,D3,TEKNIK SIPIL
27973,2019-06-01,2019-12-01,University,Site Inspector,4500000.0,6500000.0,25,D3,TEKNIK SIPIL
27986,2018-09-01,2019-12-01,Manufacture,Costing dan Purchasing,4100000.0,0.0,0,S1,SEMUA JURUSAN
27993,2015-03-01,2018-11-01,"Heavy Equipment, Rental, Trading, Transportation, General Contractor, Heavy Lifting, Mining, Oil & Gas",STAFF MAINTENANCE CRANE,5000000.0,5000000.0,39,S1,SEMUA JURUSAN 2
27988,2018-07-01,2019-07-01,FINANCIAL,Credit Marketing Officer ,3800000.0,3900000.0,27,S1,SEMUA JURUSAN 2
27997,2017-07-01,2019-05-01,Hotel Industry,FOOD & BEVERAGE MANAGER,7500000.0,9000000.0,45,D3,PERHOTELAN
27997,2016-02-01,2017-06-01,Hospitality,F&B Manager,5500000.0,9000000.0,45,D3,PERHOTELAN
27997,2014-12-01,2016-01-01,Hospitality,Outlet & Beverage Manager,6500000.0,9000000.0,45,D3,PERHOTELAN
27997,2013-10-01,2014-12-01,Hospitality,Asst. F&B Manager,4750000.0,9000000.0,45,D3,PERHOTELAN
28030,2011-01-01,2013-08-01,Travel haji umroh,STAFF ADMIN MARKETING,2000000.0,4000000.0,34,S1,SEMUA JURUSAN 2
28015,2015-10-01,2019-08-01,Perbankan,Teller Service,4700000.0,5000000.0,27,SMA,SMA SEGALA JURUSAN
28042,2016-11-01,2017-05-01,Telekomunikasi,Sales,2500000.0,0.0,0,S1,SEMUA JURUSAN 2
28042,2017-07-01,2019-07-01,Pertambangan,Forman / pengawas lapangan,4500000.0,0.0,0,S1,SEMUA JURUSAN 2
28050,2015-10-01,2018-11-01,Advertising,Jr. Account Executive,4300000.0,6000000.0,28,SMK,AKUNTANSI
28050,2011-10-01,2013-08-01,Education and Sport,Admin,2000000.0,6000000.0,28,SMK,AKUNTANSI
27462,2017-08-01,2019-09-01,Agency,Content specialist,6000000.0,7000000.0,25,S1,KOMUNIKASI
28059,2014-01-01,2014-06-01,Hospitality ,Engineering,3400000.0,3500000.0,27,SMK,Teknik Komputer
28059,2015-08-01,2015-12-01,Finance,Sales ,1000000.0,3500000.0,27,SMK,Teknik Komputer
28058,2018-06-01,2018-10-01,F&B,Administrasi,3500000.0,3600000.0,22,SMA,SMA SEGALA JURUSAN
28058,2019-07-01,2019-12-01,FINANCE,SALES AGENT,2100000.0,3600000.0,22,SMA,SMA SEGALA JURUSAN
28081,2018-10-01,2018-12-01,Banking,Corporate Secretary Communication,1100000.0,6000000.0,29,S1,KOMUNIKASI
28081,2018-01-01,2019-05-01,Media,News Presenter & Reporter,4500000.0,6000000.0,29,S1,KOMUNIKASI
28080,2015-12-01,2019-11-01,Hospitality,Income Auditor,5000000.0,5000000.0,30,S1,AKUNTANSI
28080,2010-01-01,2010-07-01,Supermarket,Kasir,3500000.0,5000000.0,30,S1,AKUNTANSI
28085,2017-08-01,2019-07-01,Automotive,Operator production,4500000.0,3500000.0,23,SMK,TEKNIK ELEKTRO
21563,2018-10-01,2018-11-01,Ekspor/Impor Bahan KImia,HRGA,4300000.0,4200479.0,31,S1,HUKUM
21563,2016-03-01,2018-09-01,Infrastruktur Jaringan Telekomunikasi,Staff Asset & GA/Admin Dismantling NTE,3800000.0,4200479.0,31,S1,HUKUM
28111,2019-04-01,2019-11-01,BANKING,STAFF LIABILITIES,6000000.0,5000000.0,27,D3,AKUNTANSI
28111,2018-02-01,2019-04-01,INSURANCE,PROVIDER NETWORK ADMIN,5000000.0,5000000.0,27,D3,AKUNTANSI
28126,2013-10-01,2015-03-01,FARMASI,QUALITY CONTROL,2890000.0,0.0,0,D3,AKUNTANSI
28126,2015-05-01,2017-08-01,WIG,STAFF ADM,2500000.0,0.0,0,D3,AKUNTANSI
28126,2017-07-01,2019-11-01,PLASTIK & KONSTRUKSI,STAFF ADM & PAJAK,2400000.0,0.0,0,D3,AKUNTANSI
28128,2019-03-01,2019-07-01,Advertising & Branding Design,Jr Creative Conseptor - Visualizer,3000000.0,4300000.0,27,S1,DESAIN GRAFIS
28152,2014-11-01,2015-10-01,Finance,Sales Agent Sifino,1600000.0,4500000.0,31,S1,MANAJEMEN
28152,2016-02-01,2018-02-01,Perbankan,Relationship Sales Officer,2200000.0,4500000.0,31,S1,MANAJEMEN
28152,2018-03-01,2019-05-01,Perbankan,Card Loan Officer,2650000.0,4500000.0,31,S1,MANAJEMEN
28157,2017-09-01,2019-09-01,Real estate,Permit Staff,5500000.0,5700000.0,31,S1,MANAJEMEN
28160,2018-03-01,2019-01-01,Home Industry,Sales - Customer Service,3000000.0,4000000.0,27,S1,MANAJEMEN
28160,2016-10-01,2017-11-01,Book Industry,Cashier & Packer,2500000.0,4000000.0,27,S1,MANAJEMEN
28172,2018-02-01,2019-10-01,Bussines and Development,Staff Audit,3100000.0,0.0,0,S1,AKUNTANSI
28171,2017-07-01,2017-09-01,wiring harness manufacturer,INTERNSHIP,2400000.0,4000000.0,27,D4,TEKNIK INFORMATIKA
28171,2019-03-01,2019-09-01,PLASTICS,MARKETING STAFF,3500000.0,4000000.0,27,D4,TEKNIK INFORMATIKA
28154,2017-02-01,2018-05-01,Retail,Technical Maintenance,1400000.0,4000000.0,26,SMK,TEKNIK ELEKTRO
28189,2019-01-01,2019-08-01,Manufacture,Document Control Officer,4200000.0,5200000.0,0,S1,PSIKOLOGI
28197,2012-01-01,2019-01-01,Creative Event Planner,Event Conceptor,5000000.0,5000000.0,41,S1,DESAIN GRAFIS
28213,2014-12-01,2018-08-01,DIGITAL MARKETING,CODING TEAM LEADER,6000000.0,8500000.0,29,S2,MANAJEMEN
28218,2002-08-01,2016-09-01,Retail,Section Head IT support,7000000.0,8000000.0,44,S1,TEKNIK INFORMATIKA
28223,2014-08-01,2016-11-01,Busana Wedding,Desainer Grafis,2500000.0,3800000.0,28,S1,KOMUNIKASI
28223,2017-02-01,2018-10-01,Lembaga Amil Zakat,Desainer Grafis,3500000.0,3800000.0,28,S1,KOMUNIKASI
28223,2018-10-01,2019-12-01,Media Cetak,Desain & Admin,3000000.0,3800000.0,28,S1,KOMUNIKASI
28230,2013-03-01,2016-12-01,suplier material alam,sales and marketing manager,10000000.0,9000000.0,46,S1,MANAJEMEN
28231,2017-06-01,2017-09-01,kecantikan,HR Recruitment,2500000.0,6000000.0,28,S1,SEMUA JURUSAN
28231,2018-08-01,2018-11-01,asuransi,HR Project,4000000.0,6000000.0,28,S1,SEMUA JURUSAN
28234,2015-03-01,2019-07-01,Book Publisher,HRD Staff,5000000.0,6000000.0,32,S1,PSIKOLOGI
28233,2017-05-01,2018-09-01,Wedding organizer,Official crew,2000000.0,5000000.0,26,S1,KOMUNIKASI
28235,2014-02-01,2019-12-01,KONTRAKTOR,SITE MANAGER,13500000.0,13500000.0,39,S1,TEKNIK SIPIL
28246,2012-10-01,2018-04-01,Transpotation,Kepala Operasi,11800000.0,12000000.0,35,D3,KOMUNIKASI
28250,2016-07-01,2018-08-01,DEVELOPMENT COMERCIAL,GENERAL MANAGER,25000000.0,12000000.0,39,S1,MANAJEMEN
28250,2015-05-01,2016-08-01,DEVELOPMENT MALL SALES ,GENERAL MANAGER,23000000.0,12000000.0,39,S1,MANAJEMEN
28250,2013-07-01,2015-08-01,HOLDING DEVELOPMENT COMERCIAL AREA,GENERAL MANAGER,20000000.0,12000000.0,39,S1,MANAJEMEN
28250,2018-01-01,2019-10-01,CONDOTEL DEVELOPMENT,SENIOR MANAGER/GM,23000000.0,12000000.0,39,S1,MANAJEMEN
28273,2014-10-01,2015-10-01,"Contruction & Engineering Electrical, Mechanical, Communication System",STAFF ELECTRICALENGINEERING,4000000.0,6000000.0,31,D4,TEKNIK ELEKTRO
28273,2015-10-01,2019-04-01,Perusahaan Rokok,Kepala Urusan (Supevisor) Perawatan Listrik dan Elektro,6000000.0,6000000.0,31,D4,TEKNIK ELEKTRO
28275,2014-09-01,2019-11-01,Retail IT,IT Support,3100000.0,3850000.0,26,SMK,TEKNIK INFORMATIKA
28186,2019-09-01,2020-01-01,Farmasi,Payment control ,3700000.0,0.0,0,D3,SEKRETARIS
28297,2010-01-01,2014-12-01,Kapal baru dan repairing kapal,sub contractor electrical,3000000.0,4100000.0,31,S1,TEKNIK ELEKTRO
28297,2014-01-01,2018-03-01,PANEL LISTRIK,elektrik,3500000.0,4100000.0,31,S1,TEKNIK ELEKTRO
28297,2019-03-01,2019-12-01,ENTERTAINMENT & NEWS,TEKNIK SUPPORT,3500000.0,4100000.0,31,S1,TEKNIK ELEKTRO
28305,2018-06-01,2018-10-01,Jasa pemasangan alat IT,Teknisi IT,1700000.0,3000000.0,22,SMK,Teknik Komputer
28323,1995-06-01,2015-06-01,Pendidikan,Pengajat matematika dan fisika,3000000.0,0.0,0,S1,SEMUA JURUSAN
28326,2016-05-01,2018-11-01,Agrobisnis,HR and Trainer ,1800000.0,4000000.0,26,S1,HUKUM
28335,2013-06-01,2019-12-01,PERBANKAN ,CREDIT ANALYST ,6000000.0,6000000.0,30,S1,PSIKOLOGI
28351,2016-11-01,2018-08-01,INSURANCE,RECEPTIONIST,4125000.0,4500000.0,31,S1,SEMUA JURUSAN 2
28352,2016-07-01,2017-04-01,TELEVISI,CREATIVE PRODUCTION,3000000.0,0.0,0,S1,KOMUNIKASI
